,game_id,fav_side,dog_side,full_date,away_score,home_score,away,home,ou_total,spread,ou,spread_away_cover,spread_home_cover,ml_fav,ml_dog,match_key,favorite_covered
8931,2019-08-31_FCS_Navy,home,away,2019-08-31,7,45,FCS,Navy,53.5,24.5,U,y,n,-1142.235294117647,35000,FCS_Navy,y
8932,2019-08-31_FCS_New Mexico,home,away,2019-08-31,31,39,FCS,New Mexico,63.5,6.0,O,y,n,-524.776119402985,786.1044776119403,FCS_New Mexico,y
8933,2019-08-31_FCS_North Texas,home,away,2019-08-31,31,51,FCS,North Texas,58.5,23.5,O,y,n,-1360.6666666666667,1017.0,FCS_North Texas,n
8934,2019-08-31_FCS_Ohio,home,away,2019-08-31,20,41,FCS,Ohio,65.5,25.0,U,y,n,-1559.4444444444443,1209.5555555555557,FCS_Ohio,n
8935,2019-08-31_FCS_Ohio State,home,away,2019-08-31,21,45,FCS,Ohio State,66.0,28.0,E,y,n,-1864.1538461538462,5500,FCS_Ohio State,n
8936,2019-08-31_FCS_Old Dominion,home,away,2019-08-31,21,24,FCS,Old Dominion,55.5,25.5,U,y,n,-1662.0,1500,FCS_Old Dominion,n
8937,2019-08-31_FCS_Penn State,home,away,2019-08-31,7,79,FCS,Penn State,58.5,42.5,O,y,n,-370.0,35000.0,FCS_Penn State,y
8938,2019-08-31_FCS_San Diego State,home,away,2019-08-31,0,6,FCS,San Diego State,36.5,12.0,U,y,n,-411.86206896551727,430.82758620689657,FCS_San Diego State,n
8939,2019-08-31_FCS_Southern Miss,home,away,2019-08-31,10,38,FCS,Southern Miss,55.0,24.0,U,y,n,-1007.78125,1114.375,FCS_Southern Miss,y
8940,2019-08-31_FCS_Texas Tech,home,away,2019-08-31,10,45,FCS,Texas Tech,60.0,29.0,U,y,n,-4525.0,4500,FCS_Texas Tech,y
8941,2019-08-31_FCS_Troy,home,away,2019-08-31,14,43,FCS,Troy,49.0,37.0,O,y,n,-151.25,230,FCS_Troy,n
8942,2019-08-31_FCS_UNLV,home,away,2019-08-31,23,56,FCS,UNLV,71.0,25.0,O,y,n,-1559.4444444444443,205,FCS_UNLV,y
8943,2019-08-31_FCS_UTEP,home,away,2019-08-31,34,36,FCS,UTEP,61.5,18.0,O,y,n,-813.6111111111111,370,FCS_UTEP,n
8944,2019-08-31_FCS_Washington,home,away,2019-08-31,14,47,FCS,Washington,56.5,24.5,O,y,n,-1142.235294117647,1202.0588235294117,FCS_Washington,y
8945,2019-08-31_FCS_Western Michigan,home,away,2019-08-31,13,48,FCS,Western Michigan,73.5,26.0,U,y,n,-767.8571428571429,3287.8571428571427,FCS_Western Michigan,y
8946,2019-08-31_Fresno State_USC,home,away,2019-08-31,23,31,Fresno State,USC,50.5,14.0,O,y,n,-480.8358208955224,6000,Fresno State_USC,n
8947,2019-08-31_Georgia Southern_LSU,home,away,2019-08-31,3,55,Georgia Southern,LSU,50.5,27.0,O,y,n,-917.1111111111111,1494.7777777777778,Georgia Southern_LSU,y
8948,2019-08-31_Georgia State_Tennessee,home,away,2019-08-31,38,30,Georgia State,Tennessee,58.5,24.5,O,y,n,-1142.235294117647,1202.0588235294117,Georgia State_Tennessee,n
8949,2019-08-31_Georgia_Vanderbilt,away,home,2019-08-31,30,6,Georgia,Vanderbilt,56.5,23.0,U,n,y,-140,1060.8461538461538,Georgia_Vanderbilt,y
8950,2019-08-31_Iowa_Miami OH,home,away,2019-08-31,14,38,Miami OH,Iowa,47.5,25.0,O,y,n,-1559.4444444444443,1600,Iowa_Miami OH,n
8951,2019-08-31_James Madison_West Virginia,home,away,2019-08-31,13,20,James Madison,West Virginia,52.5,7.0,U,y,n,-470.5263157894737,1750,James Madison_West Virginia,n
8952,2019-08-31_Kentucky_Toledo,home,away,2019-08-31,24,38,Toledo,Kentucky,60.5,10.0,O,y,n,-1100,300,Kentucky_Toledo,y
8953,2019-08-31_Liberty_Syracuse,away,home,2019-08-31,24,0,Syracuse,Liberty,69.5,19.5,U,n,y,-1123.9473684210527,1319.4736842105262,Liberty_Syracuse,y
8954,2019-08-31_Louisiana Lafayette_Mississippi State,away,home,2019-08-31,38,28,Mississippi State,Louisiana Lafayette,60.5,18.5,O,n,y,-645.2941176470588,748.2352941176471,Louisiana Lafayette_Mississippi State,n
8955,2019-08-31_Louisiana Tech_Texas,home,away,2019-08-31,14,45,Louisiana Tech,Texas,55.0,19.5,O,y,n,-1123.9473684210527,4750,Louisiana Tech_Texas,y
8956,2019-08-31_Missouri_Wyoming,away,home,2019-08-31,31,37,Missouri,Wyoming,53.0,16.0,O,n,y,-800,145,Missouri_Wyoming,n
8957,2019-08-31_New Mexico State_Washington State,home,away,2019-08-31,7,58,New Mexico State,Washington State,65.5,33.0,U,y,n,-4588.5,4850.0,New Mexico State_Washington State,y
8958,2019-08-31_North Carolina_South Carolina,away,home,2019-08-31,20,24,South Carolina,North Carolina,62.0,11.5,U,y,n,-495.29411764705884,393.0,North Carolina_South Carolina,n
8959,2019-08-31_Northwestern_Stanford,home,away,2019-08-31,7,17,Northwestern,Stanford,46.5,6.5,U,y,n,-398.2073170731707,667.0243902439024,Northwestern_Stanford,y
8960,2019-08-31_Pittsburgh_Virginia,away,home,2019-08-31,30,14,Virginia,Pittsburgh,46.5,2.5,U,y,n,-378.39325842696627,412.0,Pittsburgh_Virginia,y
8961,2019-09-13_Boston College_Kansas,home,away,2019-09-13,48,24,Kansas,Boston College,51.0,21.0,O,y,n,-360,1000,Boston College_Kansas,n
8962,2019-09-13_Houston_Washington State,away,home,2019-09-13,31,24,Washington State,Houston,73.5,9.5,U,y,n,-378.86538461538464,437.7307692307692,Houston_Washington State,n
8963,2019-09-13_North Carolina_Wake Forest,home,away,2019-09-13,18,24,North Carolina,Wake Forest,66.0,3.0,U,y,n,-276.2142857142857,695.625,North Carolina_Wake Forest,y
8964,2019-09-14_Air Force_Colorado,home,away,2019-09-14,30,23,Air Force,Colorado,58.5,3.0,U,y,n,-900,135,Air Force_Colorado,n
8965,2019-09-14_Akron_Central Michigan,home,away,2019-09-14,24,45,Akron,Central Michigan,45.5,2.5,O,y,n,-3000,120,Akron_Central Michigan,y
8966,2019-09-14_Alabama_South Carolina,away,home,2019-09-14,47,23,Alabama,South Carolina,59.0,26.5,O,n,y,-1588.5555555555557,1173.111111111111,Alabama_South Carolina,n
8967,2019-09-14_Arizona State_Michigan State,home,away,2019-09-14,10,7,Arizona State,Michigan State,42.0,15.5,U,y,n,-607.6153846153846,474.88461538461536,Arizona State_Michigan State,n
8968,2019-09-14_Arizona_Texas Tech,away,home,2019-09-14,14,28,Texas Tech,Arizona,74.0,1.5,U,y,n,-323.8360655737705,588.6229508196722,Arizona_Texas Tech,n
8969,2019-09-14_Arkansas State_Georgia,home,away,2019-09-14,0,55,Arkansas State,Georgia,58.0,34.0,U,y,n,-6605.0,6538.333333333333,Arkansas State_Georgia,y
8970,2019-09-14_Arkansas_Colorado State,home,away,2019-09-14,34,55,Colorado State,Arkansas,64.0,9.5,O,y,n,-378.86538461538464,437.7307692307692,Arkansas_Colorado State,y
8971,2019-09-14_Auburn_Kent State,home,away,2019-09-14,16,55,Kent State,Auburn,53.5,35.5,O,y,n,-360,7500,Auburn_Kent State,y
8972,2019-09-14_BYU_USC,away,home,2019-09-14,27,30,USC,BYU,57.5,4.5,U,y,n,-309.2950819672131,392.8196721311475,BYU_USC,n
8973,2019-09-14_Ball State_FCS,away,home,2019-09-14,41,31,FCS,Ball State,64.0,2.5,O,y,n,-135,8500,Ball State_FCS,y
8974,2019-09-14_Boise State_FCS,home,away,2019-09-14,10,45,FCS,Boise State,54.0,34.5,O,y,n,-3561.875,6212.125,Boise State_FCS,y
8975,2019-09-14_Bowling Green_Louisiana Tech,away,home,2019-09-14,35,7,Louisiana Tech,Bowling Green,59.0,12.5,U,y,n,-628.1851851851852,429.48148148148147,Bowling Green_Louisiana Tech,y
8976,2019-09-14_Buffalo_Liberty,away,home,2019-09-14,17,35,Buffalo,Liberty,55.0,5.5,U,y,n,-230,130,Buffalo_Liberty,n
8977,2019-09-14_California_North Texas,home,away,2019-09-14,17,23,North Texas,California,50.0,14.0,U,y,n,-550,450,California_North Texas,n
8978,2019-09-14_Charlotte_Massachusetts,home,away,2019-09-14,17,52,Massachusetts,Charlotte,66.5,21.0,O,y,n,-855.2,160,Charlotte_Massachusetts,y
8979,2019-09-14_Cincinnati_Miami OH,home,away,2019-09-14,13,35,Miami OH,Cincinnati,49.5,17.0,U,y,n,-620.0,650,Cincinnati_Miami OH,y
8980,2019-09-14_Clemson_Syracuse,away,home,2019-09-14,41,6,Clemson,Syracuse,64.0,28.0,U,n,y,-4000,240,Clemson_Syracuse,y
8981,2019-09-14_Coastal Carolina_FCS,home,away,2019-09-14,7,46,FCS,Coastal Carolina,48.5,26.5,O,y,n,-1588.5555555555557,1173.111111111111,Coastal Carolina_FCS,y
8982,2019-09-14_East Carolina_Navy,home,away,2019-09-14,10,42,East Carolina,Navy,53.5,7.5,U,y,n,-200,250,East Carolina_Navy,y
8983,2019-09-14_Eastern Michigan_Illinois,home,away,2019-09-14,34,31,Eastern Michigan,Illinois,57.0,7.0,O,y,n,-470.5263157894737,5900,Eastern Michigan_Illinois,n
8984,2019-09-14_FCS_Georgia Tech,home,away,2019-09-14,27,24,FCS,Georgia Tech,58.5,27.0,U,y,n,-917.1111111111111,2500,FCS_Georgia Tech,n
8985,2019-09-14_FCS_LSU,home,away,2019-09-14,14,65,FCS,LSU,68.0,52.0,O,y,n,-600000.0,140.0,FCS_LSU,n
8986,2019-09-14_FCS_Miami FL,home,away,2019-09-14,0,63,FCS,Miami FL,56.0,41.5,O,y,n,-110.0,14000,FCS_Miami FL,y
8987,2019-09-14_FCS_Missouri,home,away,2019-09-14,0,50,FCS,Missouri,67.0,35.0,U,y,n,-1167.1666666666667,6666.666666666667,FCS_Missouri,y
8988,2019-09-14_FCS_Nebraska,home,away,2019-09-14,8,44,FCS,Nebraska,53.0,14.0,U,y,n,-480.8358208955224,508.25373134328356,FCS_Nebraska,y
8989,2019-09-14_FCS_Nevada,home,away,2019-09-14,13,19,FCS,Nevada,51.5,7.5,U,y,n,-367.5833333333333,9000,FCS_Nevada,n
8990,2019-09-14_FCS_Oregon,home,away,2019-09-14,3,35,FCS,Oregon,65.5,39.5,U,y,n,-740.0,170,FCS_Oregon,n
8991,2019-09-14_FCS_Oregon State,home,away,2019-09-14,7,45,FCS,Oregon State,75.5,16.5,U,y,n,-1718.775,2750,FCS_Oregon State,y
8992,2019-09-14_FCS_Tennessee,home,away,2019-09-14,0,45,FCS,Tennessee,50.0,31.5,U,y,n,-2723.75,4868.75,FCS_Tennessee,y
8993,2019-09-14_FCS_Toledo,home,away,2019-09-14,0,45,FCS,Toledo,70.0,35.5,U,y,n,-307.85714285714283,60000,FCS_Toledo,y
8994,2019-09-14_FCS_Tulane,home,away,2019-09-14,6,58,FCS,Tulane,55.0,31.5,O,y,n,-2723.75,8500,FCS_Tulane,y
8995,2019-09-14_FCS_Utah,home,away,2019-09-14,0,31,FCS,Utah,63.5,37.5,U,y,n,-8718.0,12820.0,FCS_Utah,n
8996,2019-09-14_FCS_Virginia Tech,home,away,2019-09-14,17,24,FCS,Virginia Tech,64.5,24.5,U,y,n,-1142.235294117647,5500,FCS_Virginia Tech,n
8997,2019-09-14_FCS_West Virginia,away,home,2019-09-14,27,44,FCS,West Virginia,46.0,7.0,O,y,n,-200,1887.4812030075188,FCS_West Virginia,n
8998,2019-09-14_FCS_Wyoming,home,away,2019-09-14,16,21,FCS,Wyoming,53.5,27.5,U,y,n,-3594.4117647058824,1418.1176470588234,FCS_Wyoming,n
8999,2019-09-14_Florida State_Virginia,home,away,2019-09-14,24,31,Florida State,Virginia,54.0,7.0,O,y,n,-470.5263157894737,1887.4812030075188,Florida State_Virginia,n
9000,2019-09-14_Florida_Kentucky,away,home,2019-09-14,29,21,Florida,Kentucky,45.5,9.5,O,y,n,-378.86538461538464,437.7307692307692,Florida_Kentucky,n
9001,2019-09-14_Georgia Southern_Minnesota,home,away,2019-09-14,32,35,Georgia Southern,Minnesota,45.0,16.5,O,y,n,-1718.775,750,Georgia Southern_Minnesota,n
9002,2019-09-14_Georgia State_Western Michigan,home,away,2019-09-14,10,57,Georgia State,Western Michigan,69.5,9.0,U,y,n,-311.2972972972973,650,Georgia State_Western Michigan,y
9003,2019-09-14_Hawaii_Washington,home,away,2019-09-14,20,52,Hawaii,Washington,60.0,21.5,O,y,n,-155,1000,Hawaii_Washington,y
9004,2019-09-14_Indiana_Ohio State,away,home,2019-09-14,51,10,Ohio State,Indiana,60.5,17.5,O,n,y,-1100,230,Indiana_Ohio State,y
9005,2019-09-14_Iowa_Iowa State,away,home,2019-09-14,18,17,Iowa,Iowa State,42.5,1.5,U,y,n,-125,280,Iowa_Iowa State,n
9006,2019-09-14_Kansas State_Mississippi State,home,away,2019-09-14,31,24,Kansas State,Mississippi State,50.5,7.0,O,y,n,-470.5263157894737,1887.4812030075188,Kansas State_Mississippi State,n
9007,2019-09-14_Louisville_Western Kentucky,home,away,2019-09-14,21,38,Western Kentucky,Louisville,48.5,10.5,O,y,n,-421.2708333333333,550,Louisville_Western Kentucky,y
9008,2019-09-14_Marshall_Ohio,home,away,2019-09-14,31,33,Ohio,Marshall,48.0,4.0,O,y,n,-252.21686746987953,446.71084337349396,Marshall_Ohio,n
9009,2019-09-14_Maryland_Temple,away,home,2019-09-14,17,20,Maryland,Temple,65.5,5.0,U,y,n,-398.10526315789474,415.05263157894734,Maryland_Temple,n
9010,2019-09-14_Memphis_South Alabama,away,home,2019-09-14,42,6,Memphis,South Alabama,55.0,20.5,U,n,y,-999.9047619047619,786.952380952381,Memphis_South Alabama,y
9011,2019-09-14_New Mexico State_San Diego State,away,home,2019-09-14,31,10,San Diego State,New Mexico State,51.0,16.5,U,n,y,-1718.775,539.65,New Mexico State_San Diego State,y
9012,2019-09-14_New Mexico_Notre Dame,home,away,2019-09-14,14,66,New Mexico,Notre Dame,64.0,34.5,O,y,n,-3561.875,6212.125,New Mexico_Notre Dame,y
9013,2019-09-14_Northwestern_UNLV,home,away,2019-09-14,14,30,UNLV,Northwestern,52.0,19.0,U,y,n,-725.7692307692307,1304.5384615384614,Northwestern_UNLV,n
9014,2019-09-14_Oklahoma State_Tulsa,away,home,2019-09-14,40,21,Oklahoma State,Tulsa,64.0,14.0,U,eq,eq,-1200,508.25373134328356,Oklahoma State_Tulsa,y
9015,2019-09-14_Oklahoma_UCLA,away,home,2019-09-14,48,14,Oklahoma,UCLA,71.0,23.5,U,n,y,-3000,425,Oklahoma_UCLA,y
9016,2019-09-14_Penn State_Pittsburgh,home,away,2019-09-14,10,17,Pittsburgh,Penn State,53.0,17.0,U,y,n,-620.0,635.2702702702703,Penn State_Pittsburgh,n
9017,2019-09-14_Purdue_TCU,away,home,2019-09-14,34,13,TCU,Purdue,53.0,3.0,U,y,n,-276.2142857142857,695.625,Purdue_TCU,y
9018,2019-09-14_Rice_Texas,away,home,2019-09-14,48,13,Texas,Rice,57.0,32.0,O,n,y,-125,4000.0,Rice_Texas,y
9019,2019-09-14_SMU_Texas State,home,away,2019-09-14,17,47,Texas State,SMU,62.5,17.5,O,y,n,-678.28125,564.25,SMU_Texas State,y
9020,2019-09-14_Southern Miss_Troy,home,away,2019-09-14,47,42,Southern Miss,Troy,49.0,3.0,O,y,n,-276.2142857142857,695.625,Southern Miss_Troy,n
9021,2019-09-19_Houston_Tulane,home,away,2019-09-19,31,38,Houston,Tulane,58.5,4.5,O,y,n,-309.2950819672131,392.8196721311475,Houston_Tulane,y
9022,2019-09-01_Houston_Oklahoma,home,away,2019-09-01,31,49,Houston,Oklahoma,80.0,22.0,E,y,n,-1250,850,Houston_Oklahoma,n
9023,2019-09-20_Air Force_Boise State,home,away,2019-09-20,19,30,Air Force,Boise State,53.5,8.0,U,y,n,-434.64102564102564,700,Air Force_Boise State,y
9024,2019-09-20_FCS_Louisiana Tech,home,away,2019-09-20,31,43,FCS,Louisiana Tech,51.5,7.0,O,y,n,-470.5263157894737,1887.4812030075188,FCS_Louisiana Tech,y
9025,2019-09-20_USC_Utah,away,home,2019-09-20,23,30,Utah,USC,53.5,3.5,U,y,n,-180,225,USC_Utah,n
9026,2019-09-21_Akron_Troy,away,home,2019-09-21,35,7,Troy,Akron,57.5,20.0,U,n,y,-887.578947368421,627.2631578947369,Akron_Troy,y
9027,2019-09-21_Alabama_Southern Miss,home,away,2019-09-21,7,49,Southern Miss,Alabama,64.0,37.0,U,y,n,-151.25,8257.5,Alabama_Southern Miss,y
9028,2019-09-21_Appalachian State_North Carolina,home,away,2019-09-21,34,31,Appalachian State,North Carolina,58.0,2.0,O,y,n,-474.98,160,Appalachian State_North Carolina,n
9029,2019-09-21_Arizona State_Colorado,home,away,2019-09-21,34,31,Colorado,Arizona State,48.5,8.0,O,y,n,-434.64102564102564,375,Arizona State_Colorado,n
9030,2019-09-21_Arkansas_San Jose State,home,away,2019-09-21,31,24,San Jose State,Arkansas,61.5,19.5,U,y,n,-1123.9473684210527,330,Arkansas_San Jose State,n
9031,2019-09-21_Auburn_Texas A&M,home,away,2019-09-21,28,20,Auburn,Texas A&M,48.0,4.0,E,y,n,-252.21686746987953,446.71084337349396,Auburn_Texas A&M,n
9032,2019-09-21_BYU_Washington,away,home,2019-09-21,45,19,Washington,BYU,51.0,6.5,O,y,n,-398.2073170731707,667.0243902439024,BYU_Washington,y
9033,2019-09-21_Baylor_Rice,away,home,2019-09-21,21,13,Baylor,Rice,58.0,27.0,U,n,y,-917.1111111111111,1494.7777777777778,Baylor_Rice,n
9034,2019-09-21_Boston College_Rutgers,away,home,2019-09-21,30,16,Boston College,Rutgers,57.0,7.5,U,y,n,-300,145,Boston College_Rutgers,y
9035,2019-09-21_Bowling Green_Kent State,home,away,2019-09-21,20,62,Bowling Green,Kent State,62.0,11.5,O,y,n,-495.29411764705884,255,Bowling Green_Kent State,y
9036,2019-09-21_Buffalo_Temple,away,home,2019-09-21,22,38,Temple,Buffalo,50.5,13.5,O,y,n,-550,2625,Buffalo_Temple,n
9037,2019-09-21_Central Michigan_Miami FL,home,away,2019-09-21,12,17,Central Michigan,Miami FL,48.5,30.5,U,y,n,-4873.333333333333,2848.6666666666665,Central Michigan_Miami FL,n
9038,2019-09-21_Charlotte_Clemson,home,away,2019-09-21,10,52,Charlotte,Clemson,61.0,41.5,O,y,n,-110.0,25000.0,Charlotte_Clemson,y
9039,2019-09-21_Coastal Carolina_Massachusetts,away,home,2019-09-21,62,28,Coastal Carolina,Massachusetts,62.0,17.0,O,n,y,-620.0,635.2702702702703,Coastal Carolina_Massachusetts,y
9040,2019-09-21_Colorado State_Toledo,away,home,2019-09-21,41,35,Toledo,Colorado State,66.5,5.5,O,y,n,-404.5111111111111,991.0444444444445,Colorado State_Toledo,y
9041,2019-09-21_Connecticut_Indiana,home,away,2019-09-21,3,38,Connecticut,Indiana,57.0,27.0,U,y,n,-400,1400,Connecticut_Indiana,y
9042,2019-09-21_FCS_North Texas,home,away,2019-09-21,3,45,FCS,North Texas,56.0,17.0,U,y,n,-620.0,550,FCS_North Texas,y
9043,2019-09-21_FCS_Pittsburgh,away,home,2019-09-21,34,35,FCS,Pittsburgh,61.5,10.0,O,y,n,-521.3134328358209,471.5074626865672,FCS_Pittsburgh,n
9044,2019-09-21_Florida State_Louisville,home,away,2019-09-21,24,35,Louisville,Florida State,61.0,6.5,U,y,n,-600,210,Florida State_Louisville,y
9045,2019-09-21_Florida_Tennessee,home,away,2019-09-21,3,34,Tennessee,Florida,49.5,13.0,U,y,n,-462.03125,577.53125,Florida_Tennessee,y
9046,2019-09-21_Georgia State_Texas State,home,away,2019-09-21,34,37,Georgia State,Texas State,62.0,3.0,O,y,n,-276.2142857142857,15000,Georgia State_Texas State,n
9047,2019-09-21_Georgia_Notre Dame,home,away,2019-09-21,17,23,Notre Dame,Georgia,58.5,16.0,U,y,n,-586.3076923076923,832.8846153846154,Georgia_Notre Dame,n
9048,2019-09-21_Illinois_Nebraska,away,home,2019-09-21,42,38,Nebraska,Illinois,61.5,13.0,O,y,n,-462.03125,577.53125,Illinois_Nebraska,n
9049,2019-09-21_Iowa State_Louisiana Monroe,home,away,2019-09-21,20,72,Louisiana Monroe,Iowa State,51.5,17.5,O,y,n,-678.28125,564.25,Iowa State_Louisiana Monroe,y
9050,2019-09-21_Kansas_West Virginia,away,home,2019-09-21,29,24,West Virginia,Kansas,48.5,4.5,O,y,n,-210,250,Kansas_West Virginia,y
9051,2019-09-21_Kentucky_Mississippi State,home,away,2019-09-21,13,28,Kentucky,Mississippi State,48.0,6.0,U,y,n,-3000,195,Kentucky_Mississippi State,y
9052,2019-09-21_LSU_Vanderbilt,away,home,2019-09-21,66,38,LSU,Vanderbilt,62.0,24.0,O,n,y,-1007.78125,1114.375,LSU_Vanderbilt,y
9053,2019-09-21_Louisiana Lafayette_Ohio,home,away,2019-09-21,45,25,Louisiana Lafayette,Ohio,67.5,3.0,O,y,n,-500,130,Louisiana Lafayette_Ohio,n
9054,2019-09-21_Miami OH_Ohio State,home,away,2019-09-21,5,76,Miami OH,Ohio State,57.0,38.5,O,y,n,-15095.0,27500,Miami OH_Ohio State,y
9055,2019-09-21_Michigan State_Northwestern,away,home,2019-09-21,31,10,Michigan State,Northwestern,35.0,7.5,O,y,n,-1500,977.5555555555555,Michigan State_Northwestern,y
9056,2019-09-21_Michigan_Wisconsin,home,away,2019-09-21,14,35,Michigan,Wisconsin,45.0,3.5,O,y,n,-220,142,Michigan_Wisconsin,y
9057,2019-09-21_Missouri_South Carolina,home,away,2019-09-21,14,34,South Carolina,Missouri,60.0,9.5,U,y,n,-378.86538461538464,437.7307692307692,Missouri_South Carolina,y
9058,2019-09-21_Nevada_UTEP,away,home,2019-09-21,37,21,Nevada,UTEP,51.0,14.0,O,eq,eq,-480.8358208955224,508.25373134328356,Nevada_UTEP,y
9059,2019-09-21_New Mexico_New Mexico State,home,away,2019-09-21,52,55,New Mexico State,New Mexico,69.0,4.0,O,y,n,-265,150,New Mexico_New Mexico State,n
9060,2019-09-21_Oklahoma State_Texas,home,away,2019-09-21,30,36,Oklahoma State,Texas,72.5,7.5,U,y,n,-367.5833333333333,977.5555555555555,Oklahoma State_Texas,n
9061,2019-09-21_Old Dominion_Virginia,home,away,2019-09-21,17,28,Old Dominion,Virginia,47.0,26.5,U,y,n,-800,1500,Old Dominion_Virginia,n
9062,2019-09-21_Oregon_Stanford,away,home,2019-09-21,21,6,Oregon,Stanford,55.5,13.0,U,y,n,-4000,577.53125,Oregon_Stanford,y
9063,2019-09-21_SMU_TCU,home,away,2019-09-21,41,38,SMU,TCU,54.5,8.0,O,y,n,-434.64102564102564,358.0,SMU_TCU,n
9064,2019-09-21_San Diego State_Utah State,away,home,2019-09-21,23,17,Utah State,San Diego State,53.0,4.0,U,y,n,-252.21686746987953,446.71084337349396,San Diego State_Utah State,y
9065,2019-09-21_South Alabama_UAB,home,away,2019-09-21,3,35,South Alabama,UAB,48.5,12.0,U,y,n,-411.86206896551727,430.82758620689657,South Alabama_UAB,y
9066,2019-09-21_Syracuse_Western Michigan,home,away,2019-09-21,33,52,Western Michigan,Syracuse,66.0,3.5,O,y,n,-252.70491803278688,1557.639344262295,Syracuse_Western Michigan,y
9067,2019-09-21_Tulsa_Wyoming,home,away,2019-09-21,21,24,Wyoming,Tulsa,46.0,5.5,U,y,n,-404.5111111111111,280,Tulsa_Wyoming,n
9068,2019-09-21_UCLA_Washington State,home,away,2019-09-21,67,63,UCLA,Washington State,59.5,18.0,O,y,n,-190,650,UCLA_Washington State,n
9069,2019-09-26_Memphis_Navy,home,away,2019-09-26,23,35,Navy,Memphis,54.5,10.5,O,y,n,-421.2708333333333,120,Memphis_Navy,y
9070,2019-09-27_Air Force_San Jose State,home,away,2019-09-27,24,41,San Jose State,Air Force,58.0,20.0,O,y,n,-887.578947368421,627.2631578947369,Air Force_San Jose State,n
9071,2019-09-27_Arizona State_California,home,away,2019-09-27,24,17,Arizona State,California,43.5,4.0,U,y,n,-252.21686746987953,1100,Arizona State_California,n
9072,2019-09-27_Duke_Virginia Tech,home,away,2019-09-27,45,10,Duke,Virginia Tech,51.0,2.5,O,y,n,-378.39325842696627,412.0,Duke_Virginia Tech,n
9073,2019-09-27_Maryland_Penn State,away,home,2019-09-27,59,0,Penn State,Maryland,60.0,6.5,U,y,n,-245,800,Maryland_Penn State,y
9074,2019-09-28_Akron_Massachusetts,away,home,2019-09-28,29,37,Akron,Massachusetts,60.5,8.5,O,y,n,-370.22222222222223,1141.0740740740741,Akron_Massachusetts,n
9075,2019-09-28_Alabama_FCS,home,away,2019-09-28,31,59,FCS,Alabama,63.0,38.0,O,y,n,-575.0,250,Alabama_FCS,n
9076,2019-09-28_Appalachian State_Coastal Carolina,home,away,2019-09-28,37,56,Coastal Carolina,Appalachian State,58.5,15.0,O,y,n,-190,500,Appalachian State_Coastal Carolina,y
9077,2019-09-28_Arizona_UCLA,home,away,2019-09-28,17,20,UCLA,Arizona,68.5,3.0,U,y,n,-390,135,Arizona_UCLA,n
9078,2019-09-28_Arkansas State_Troy,home,away,2019-09-28,50,43,Arkansas State,Troy,59.0,7.0,O,y,n,-470.5263157894737,400,Arkansas State_Troy,n
9079,2019-09-28_Arkansas_Texas A&M,home,away,2019-09-28,27,31,Arkansas,Texas A&M,60.5,23.0,U,y,n,-566.0769230769231,350,Arkansas_Texas A&M,n
9080,2019-09-28_Auburn_Mississippi State,home,away,2019-09-28,23,56,Mississippi State,Auburn,46.5,7.5,O,y,n,-367.5833333333333,1400,Auburn_Mississippi State,y
9081,2019-09-28_BYU_Toledo,away,home,2019-09-28,21,28,BYU,Toledo,63.0,2.5,U,y,n,-330,412.0,BYU_Toledo,n
9082,2019-09-28_Baylor_Iowa State,away,home,2019-09-28,21,23,Iowa State,Baylor,55.5,2.5,U,y,n,-378.39325842696627,412.0,Baylor_Iowa State,n
9083,2019-09-28_Boston College_Wake Forest,away,home,2019-09-28,27,24,Wake Forest,Boston College,69.5,5.0,U,y,n,-210,500,Boston College_Wake Forest,n
9084,2019-09-28_Buffalo_Miami OH,away,home,2019-09-28,20,34,Buffalo,Miami OH,47.5,2.5,O,y,n,-135,270,Buffalo_Miami OH,n
9085,2019-09-28_Central Michigan_Western Michigan,home,away,2019-09-28,15,31,Central Michigan,Western Michigan,60.5,16.0,U,y,n,-586.3076923076923,832.8846153846154,Central Michigan_Western Michigan,n
9086,2019-09-28_Charlotte_FCS,away,home,2019-09-28,45,27,FCS,Charlotte,64.5,1.5,O,y,n,-120,325,Charlotte_FCS,y
9087,2019-09-28_Cincinnati_Marshall,away,home,2019-09-28,52,14,Cincinnati,Marshall,47.5,4.0,O,y,n,-252.21686746987953,446.71084337349396,Cincinnati_Marshall,y
9088,2019-09-28_Clemson_North Carolina,away,home,2019-09-28,21,20,Clemson,North Carolina,60.5,27.5,U,n,y,-5000,145,Clemson_North Carolina,n
9089,2019-09-28_Colorado State_Utah State,home,away,2019-09-28,24,34,Colorado State,Utah State,69.0,23.0,U,y,n,-566.0769230769231,1060.8461538461538,Colorado State_Utah State,n
9090,2019-09-28_East Carolina_Old Dominion,home,away,2019-09-28,24,21,East Carolina,Old Dominion,47.0,3.0,U,y,n,-276.2142857142857,230,East Carolina_Old Dominion,n
9091,2019-09-28_FCS_Florida State,home,away,2019-09-28,13,31,FCS,Florida State,62.5,7.0,U,y,n,-135,220,FCS_Florida State,y
9092,2019-09-28_FCS_Iowa,home,away,2019-09-28,3,48,FCS,Iowa,51.0,24.0,E,y,n,-1007.78125,1114.375,FCS_Iowa,y
