,game_id,full_date,spread,ou,ou_total,home,away,match_key,home_score,away_score,fav_side,dog_side,favorite_covered,spread_home_cover,spread_away_cover,ml_fav,ml_dog
1086,2024-10-26_Maryland_Minnesota,2024-10-26,6.0,O,45.5,Minnesota,Maryland,Maryland_Minnesota,48,23,home,away,y,y,n,-524.776119402985,786.1044776119403
1087,2024-10-26_Michigan_Michigan State,2024-10-26,3.0,O,38.5,Michigan,Michigan State,Michigan_Michigan State,24,17,home,away,y,y,n,-276.2142857142857,695.625
1088,2024-10-26_Navy_Notre Dame,2024-10-26,13.5,O,50.5,Navy,Notre Dame,Navy_Notre Dame,14,51,away,home,y,n,y,-448.22222222222223,1511.4888888888888
1089,2024-10-26_Nebraska_Ohio State,2024-10-26,25.0,U,48.5,Ohio State,Nebraska,Nebraska_Ohio State,21,17,away,home,n,n,y,-1559.4444444444443,1209.5555555555557
1090,2024-10-26_North Carolina_Virginia,2024-10-26,3.5,U,58.5,Virginia,North Carolina,North Carolina_Virginia,14,41,away,home,y,n,y,-252.70491803278688,1557.639344262295
1091,2024-10-26_North Texas_Tulane,2024-10-26,7.5,O,70.5,North Texas,Tulane,North Texas_Tulane,37,45,away,home,y,n,y,-367.5833333333333,977.5555555555555
1092,2024-10-26_Oklahoma_Ole Miss,2024-10-26,19.0,U,50.0,Ole Miss,Oklahoma,Oklahoma_Ole Miss,26,14,home,away,n,n,y,-725.7692307692307,1304.5384615384614
1093,2024-10-26_Penn State_Wisconsin,2024-10-26,6.5,U,47.5,Wisconsin,Penn State,Penn State_Wisconsin,13,28,home,away,n,n,y,-398.2073170731707,667.0243902439024
1094,2024-10-26_San Diego State_Washington State,2024-10-26,16.5,U,56.5,San Diego State,Washington State,San Diego State_Washington State,26,29,away,home,n,y,n,-1718.775,539.65
1095,2024-10-26_Stanford_Wake Forest,2024-10-26,3.0,U,53.0,Stanford,Wake Forest,Stanford_Wake Forest,24,27,away,home,n,y,n,-276.2142857142857,695.625
1096,2024-10-26_TCU_Texas Tech,2024-10-26,5.0,O,66.5,TCU,Texas Tech,TCU_Texas Tech,35,34,home,away,n,n,y,-398.10526315789474,415.05263157894734
1097,2024-10-26_Texas_Vanderbilt,2024-10-26,17.0,U,51.5,Vanderbilt,Texas,Texas_Vanderbilt,24,27,away,home,n,y,n,-620.0,635.2702702702703
1098,2024-10-26_Tulsa_UTSA,2024-10-26,9.5,O,52.5,Tulsa,UTSA,Tulsa_UTSA,46,45,home,away,n,n,y,-378.86538461538464,437.7307692307692
1099,2024-10-26_Utah State_Wyoming,2024-10-26,2.5,U,57.0,Wyoming,Utah State,Utah State_Wyoming,25,27,home,away,n,n,y,-378.39325842696627,412.0
1100,2024-10-27_Hawaii_Nevada,2024-10-27,2.5,O,41.5,Hawaii,Nevada,Hawaii_Nevada,34,13,home,away,y,y,n,-378.39325842696627,412.0
1101,2024-10-29_FIU_New Mexico State,2024-10-29,7.0,O,43.5,FIU,New Mexico State,FIU_New Mexico State,34,13,home,away,y,y,n,-470.5263157894737,1887.4812030075188
1102,2024-10-29_Louisiana Lafayette_Texas State,2024-10-29,4.5,U,60.5,Texas State,Louisiana Lafayette,Louisiana Lafayette_Texas State,17,23,away,home,y,n,y,-309.2950819672131,392.8196721311475
1103,2024-10-30_Jacksonville State_Liberty,2024-10-30,2.5,U,64.5,Liberty,Jacksonville State,Jacksonville State_Liberty,21,31,away,home,y,n,y,-378.39325842696627,412.0
1104,2024-10-30_Kennesaw State_Western Kentucky,2024-10-30,24.0,U,49.0,Western Kentucky,Kennesaw State,Kennesaw State_Western Kentucky,31,14,away,home,n,n,y,-1007.78125,1114.375
1105,2024-10-31_Charlotte_Tulane,2024-10-31,14.5,U,55.0,Charlotte,Tulane,Charlotte_Tulane,3,34,away,home,y,n,y,-730.8421052631579,496.3421052631579
1106,2024-11-01_Boise State_San Diego State,2024-11-01,24.5,O,55.5,Boise State,San Diego State,Boise State_San Diego State,56,24,home,away,y,y,n,-1142.235294117647,1202.0588235294117
1107,2024-11-01_Connecticut_Georgia State,2024-11-01,7.0,O,48.0,Connecticut,Georgia State,Connecticut_Georgia State,34,27,away,home,n,n,y,-470.5263157894737,1887.4812030075188
1108,2024-11-02_Air Force_Army,2024-11-02,18.0,U,38.5,Army,Air Force,Air Force_Army,20,3,away,home,n,n,y,-813.6111111111111,666.3888888888889
1109,2024-11-02_Akron_Buffalo,2024-11-02,1.0,O,49.0,Akron,Buffalo,Akron_Buffalo,30,41,away,home,y,n,y,-180.61666666666667,415.98333333333335
1110,2024-11-02_Appalachian State_Old Dominion,2024-11-02,3.0,U,58.0,Appalachian State,Old Dominion,Appalachian State_Old Dominion,28,20,away,home,n,y,n,-276.2142857142857,695.625
1111,2024-11-02_Arizona State_Oklahoma State,2024-11-02,5.0,O,57.5,Oklahoma State,Arizona State,Arizona State_Oklahoma State,21,42,away,home,y,n,y,-398.10526315789474,415.05263157894734
1112,2024-11-02_Arizona_UCF,2024-11-02,6.0,O,55.0,UCF,Arizona,Arizona_UCF,56,12,home,away,y,y,n,-524.776119402985,786.1044776119403
1113,2024-11-02_Arkansas_Ole Miss,2024-11-02,7.5,O,54.0,Arkansas,Ole Miss,Arkansas_Ole Miss,31,63,home,away,n,n,y,-367.5833333333333,977.5555555555555
1114,2024-11-02_Auburn_Vanderbilt,2024-11-02,8.0,U,48.0,Auburn,Vanderbilt,Auburn_Vanderbilt,7,17,home,away,n,n,y,-434.64102564102564,358.0
1115,2024-11-02_Baylor_TCU,2024-11-02,2.5,O,64.5,Baylor,TCU,Baylor_TCU,37,34,away,home,n,y,n,-378.39325842696627,412.0
1116,2024-11-02_Clemson_Louisville,2024-11-02,11.0,U,62.5,Clemson,Louisville,Clemson_Louisville,21,33,home,away,n,n,y,-377.4,748.5
1117,2024-11-02_Coastal Carolina_Troy,2024-11-02,4.0,O,51.5,Troy,Coastal Carolina,Coastal Carolina_Troy,38,24,home,away,y,y,n,-252.21686746987953,446.71084337349396
1118,2024-11-02_Colorado State_Nevada,2024-11-02,2.0,O,45.5,Nevada,Colorado State,Colorado State_Nevada,21,38,home,away,n,n,y,-474.98,1152.84
1119,2024-11-02_Duke_Miami FL,2024-11-02,21.0,O,55.5,Miami FL,Duke,Duke_Miami FL,53,31,home,away,y,y,n,-855.2,704.6285714285714
1120,2024-11-02_Eastern Michigan_Toledo,2024-11-02,10.0,O,54.5,Eastern Michigan,Toledo,Eastern Michigan_Toledo,28,29,away,home,n,y,n,-521.3134328358209,471.5074626865672
1121,2024-11-02_Florida State_North Carolina,2024-11-02,2.5,U,50.5,Florida State,North Carolina,Florida State_North Carolina,11,35,away,home,y,n,y,-378.39325842696627,412.0
1122,2024-11-02_Florida_Georgia,2024-11-02,14.5,O,52.5,Georgia,Florida,Florida_Georgia,34,20,away,home,n,n,y,-730.8421052631579,496.3421052631579
1123,2024-11-02_Fresno State_Hawaii,2024-11-02,11.5,U,45.5,Fresno State,Hawaii,Fresno State_Hawaii,20,21,home,away,n,n,y,-495.29411764705884,393.0
1124,2024-11-02_Georgia Southern_South Alabama,2024-11-02,5.5,O,60.0,South Alabama,Georgia Southern,Georgia Southern_South Alabama,30,34,away,home,n,y,n,-404.5111111111111,991.0444444444445
1125,2024-11-02_Houston_Kansas State,2024-11-02,13.0,U,45.5,Houston,Kansas State,Houston_Kansas State,24,19,away,home,n,n,y,-462.03125,577.53125
1126,2024-11-02_Illinois_Minnesota,2024-11-02,2.5,U,47.0,Illinois,Minnesota,Illinois_Minnesota,17,25,away,home,y,n,y,-378.39325842696627,412.0
1127,2024-11-02_Indiana_Michigan State,2024-11-02,7.5,O,53.5,Michigan State,Indiana,Indiana_Michigan State,10,47,home,away,n,n,y,-367.5833333333333,977.5555555555555
1128,2024-11-02_Iowa State_Texas Tech,2024-11-02,13.5,U,56.0,Iowa State,Texas Tech,Iowa State_Texas Tech,22,23,home,away,n,n,y,-448.22222222222223,1511.4888888888888
1129,2024-11-02_Kentucky_Tennessee,2024-11-02,17.5,O,45.5,Tennessee,Kentucky,Kentucky_Tennessee,28,18,home,away,n,n,y,-678.28125,564.25
1130,2024-11-02_Louisiana Monroe_Marshall,2024-11-02,10.5,O,48.0,Marshall,Louisiana Monroe,Louisiana Monroe_Marshall,28,23,away,home,n,n,y,-421.2708333333333,438.6041666666667
1131,2024-11-02_Massachusetts_Mississippi State,2024-11-02,19.0,O,59.5,Mississippi State,Massachusetts,Massachusetts_Mississippi State,45,20,away,home,n,y,n,-725.7692307692307,1304.5384615384614
1132,2024-11-02_Memphis_UTSA,2024-11-02,7.0,O,61.5,UTSA,Memphis,Memphis_UTSA,44,36,away,home,n,y,n,-470.5263157894737,1887.4812030075188
1133,2024-11-02_Michigan_Oregon,2024-11-02,14.5,O,45.0,Michigan,Oregon,Michigan_Oregon,17,38,away,home,y,n,y,-730.8421052631579,496.3421052631579
1134,2024-11-02_Middle Tennessee_UTEP,2024-11-02,2.0,U,48.0,UTEP,Middle Tennessee,Middle Tennessee_UTEP,13,20,home,away,n,n,y,-474.98,1152.84
1135,2024-11-02_Navy_Rice,2024-11-02,12.5,U,49.5,Rice,Navy,Navy_Rice,24,10,home,away,y,y,n,-628.1851851851852,429.48148148148147
1136,2024-11-02_Nebraska_UCLA,2024-11-02,7.5,O,38.5,Nebraska,UCLA,Nebraska_UCLA,20,27,away,home,n,y,n,-367.5833333333333,977.5555555555555
1137,2024-11-02_New Mexico_Wyoming,2024-11-02,7.5,O,60.5,New Mexico,Wyoming,New Mexico_Wyoming,45,49,home,away,n,n,y,-367.5833333333333,977.5555555555555
1138,2024-11-02_Northwestern_Purdue,2024-11-02,2.5,O,44.5,Purdue,Northwestern,Northwestern_Purdue,20,26,away,home,y,n,y,-378.39325842696627,412.0
1139,2024-11-02_Ohio State_Penn State,2024-11-02,3.0,U,47.5,Penn State,Ohio State,Ohio State_Penn State,13,20,home,away,n,n,y,-276.2142857142857,695.625
1140,2024-11-02_Pittsburgh_SMU,2024-11-02,7.0,O,55.5,SMU,Pittsburgh,Pittsburgh_SMU,48,25,home,away,y,y,n,-470.5263157894737,1887.4812030075188
1141,2024-11-02_South Carolina_Texas A&M,2024-11-02,3.0,O,43.5,South Carolina,Texas A&M,South Carolina_Texas A&M,44,20,home,away,y,y,n,-276.2142857142857,695.625
1142,2024-11-02_Syracuse_Virginia Tech,2024-11-02,4.0,O,53.5,Syracuse,Virginia Tech,Syracuse_Virginia Tech,38,31,away,home,n,y,n,-252.21686746987953,446.71084337349396
1143,2024-11-02_Tulsa_UAB,2024-11-02,2.5,O,57.5,UAB,Tulsa,Tulsa_UAB,59,21,home,away,y,y,n,-378.39325842696627,412.0
1144,2024-11-02_USC_Washington,2024-11-02,2.0,U,55.5,Washington,USC,USC_Washington,26,21,home,away,y,y,n,-474.98,1152.84
1145,2024-11-05_Ball State_Miami OH,2024-11-05,12.5,E,48.0,Ball State,Miami OH,Ball State_Miami OH,21,27,home,away,n,n,y,-628.1851851851852,429.48148148148147
1146,2024-11-05_Bowling Green_Central Michigan,2024-11-05,16.0,U,48.5,Central Michigan,Bowling Green,Bowling Green_Central Michigan,13,23,home,away,n,n,y,-586.3076923076923,832.8846153846154
1147,2024-11-06_Kent State_Ohio,2024-11-06,20.5,U,53.0,Kent State,Ohio,Kent State_Ohio,0,41,away,home,y,n,y,-999.9047619047619,786.952380952381
1148,2024-11-06_Northern Illinois_Western Michigan,2024-11-06,2.0,O,52.0,Western Michigan,Northern Illinois,Northern Illinois_Western Michigan,28,42,home,away,n,n,y,-474.98,1152.84
1149,2024-11-07_Appalachian State_Coastal Carolina,2024-11-07,2.0,U,62.5,Coastal Carolina,Appalachian State,Appalachian State_Coastal Carolina,38,24,home,away,y,y,n,-474.98,1152.84
1150,2024-11-08_California_Wake Forest,2024-11-08,7.0,O,55.5,Wake Forest,California,California_Wake Forest,36,46,away,home,y,n,y,-470.5263157894737,1887.4812030075188
1151,2024-11-08_Iowa_UCLA,2024-11-08,6.5,U,45.5,UCLA,Iowa,Iowa_UCLA,20,17,away,home,n,n,y,-398.2073170731707,667.0243902439024
1152,2024-11-08_Memphis_Rice,2024-11-08,7.0,U,50.5,Memphis,Rice,Memphis_Rice,27,20,away,home,n,n,y,-470.5263157894737,1887.4812030075188
1153,2024-11-08_New Mexico_San Diego State,2024-11-08,1.5,U,65.5,San Diego State,New Mexico,New Mexico_San Diego State,16,21,away,home,y,n,y,-323.8360655737705,588.6229508196722
1154,2024-11-09_Air Force_Fresno State,2024-11-09,9.5,O,40.5,Air Force,Fresno State,Air Force_Fresno State,36,28,away,home,n,n,y,-378.86538461538464,437.7307692307692
1155,2024-11-09_Arkansas State_Louisiana Lafayette,2024-11-09,14.0,O,60.5,Louisiana Lafayette,Arkansas State,Arkansas State_Louisiana Lafayette,55,19,home,away,y,y,n,-480.8358208955224,508.25373134328356
1156,2024-11-09_Army_North Texas,2024-11-09,6.5,U,68.0,North Texas,Army,Army_North Texas,3,14,home,away,n,n,y,-398.2073170731707,667.0243902439024
1157,2024-11-09_BYU_Utah,2024-11-09,3.0,O,40.5,Utah,BYU,BYU_Utah,21,22,home,away,n,n,y,-276.2142857142857,695.625
1158,2024-11-09_Boise State_Nevada,2024-11-09,23.5,U,61.5,Boise State,Nevada,Boise State_Nevada,28,21,home,away,n,n,y,-1360.6666666666667,1017.0
1159,2024-11-09_Boston College_Syracuse,2024-11-09,3.0,O,52.5,Boston College,Syracuse,Boston College_Syracuse,37,31,home,away,y,y,n,-276.2142857142857,695.625
1160,2024-11-09_Cincinnati_West Virginia,2024-11-09,5.5,O,54.5,Cincinnati,West Virginia,Cincinnati_West Virginia,24,31,home,away,n,n,y,-404.5111111111111,991.0444444444445
1161,2024-11-09_Clemson_Virginia Tech,2024-11-09,5.5,U,54.5,Virginia Tech,Clemson,Clemson_Virginia Tech,14,24,home,away,n,n,y,-404.5111111111111,991.0444444444445
1162,2024-11-09_Colorado_Texas Tech,2024-11-09,4.5,O,62.5,Texas Tech,Colorado,Colorado_Texas Tech,27,41,home,away,n,n,y,-309.2950819672131,392.8196721311475
1163,2024-11-09_Connecticut_UAB,2024-11-09,7.5,U,54.5,UAB,Connecticut,Connecticut_UAB,23,31,away,home,y,n,y,-367.5833333333333,977.5555555555555
1164,2024-11-09_Duke_NC State,2024-11-09,3.0,U,51.5,NC State,Duke,Duke_NC State,19,29,home,away,n,n,y,-276.2142857142857,695.625
1165,2024-11-09_Florida State_Notre Dame,2024-11-09,25.5,O,43.5,Notre Dame,Florida State,Florida State_Notre Dame,52,3,home,away,y,y,n,-1662.0,888.2
1166,2024-11-09_Florida_Texas,2024-11-09,23.0,O,48.5,Texas,Florida,Florida_Texas,49,17,away,home,n,y,n,-566.0769230769231,1060.8461538461538
1167,2024-11-09_Georgia State_James Madison,2024-11-09,14.5,U,53.5,James Madison,Georgia State,Georgia State_James Madison,38,7,home,away,y,y,n,-730.8421052631579,496.3421052631579
1168,2024-11-09_Georgia Tech_Miami FL,2024-11-09,8.5,U,65.0,Georgia Tech,Miami FL,Georgia Tech_Miami FL,28,23,home,away,n,n,y,-370.22222222222223,1141.0740740740741
1169,2024-11-09_Georgia_Ole Miss,2024-11-09,2.0,U,55.5,Ole Miss,Georgia,Georgia_Ole Miss,28,10,away,home,n,y,n,-474.98,1152.84
1170,2024-11-09_Hawaii_UNLV,2024-11-09,12.5,O,51.5,Hawaii,UNLV,Hawaii_UNLV,27,29,home,away,n,n,y,-628.1851851851852,429.48148148148147
1171,2024-11-09_Indiana_Michigan,2024-11-09,14.5,U,47.5,Indiana,Michigan,Indiana_Michigan,20,15,home,away,n,n,y,-730.8421052631579,496.3421052631579
1172,2024-11-09_Iowa State_Kansas,2024-11-09,2.5,O,52.5,Kansas,Iowa State,Iowa State_Kansas,45,36,home,away,y,y,n,-378.39325842696627,412.0
1173,2024-11-09_Jacksonville State_Louisiana Tech,2024-11-09,10.0,O,55.5,Louisiana Tech,Jacksonville State,Jacksonville State_Louisiana Tech,37,44,home,away,n,n,y,-521.3134328358209,471.5074626865672
1174,2024-11-09_Kennesaw State_UTEP,2024-11-09,4.5,O,42.5,UTEP,Kennesaw State,Kennesaw State_UTEP,43,35,home,away,y,y,n,-309.2950819672131,392.8196721311475
1175,2024-11-09_Louisiana Monroe_Texas State,2024-11-09,9.5,O,50.0,Louisiana Monroe,Texas State,Louisiana Monroe_Texas State,17,38,away,home,y,n,y,-378.86538461538464,437.7307692307692
1176,2024-11-09_Marshall_Southern Miss,2024-11-09,13.5,U,53.5,Southern Miss,Marshall,Marshall_Southern Miss,3,37,home,away,n,n,y,-448.22222222222223,1511.4888888888888
1177,2024-11-09_Maryland_Oregon,2024-11-09,24.0,U,57.5,Oregon,Maryland,Maryland_Oregon,39,18,away,home,n,n,y,-1007.78125,1114.375
1178,2024-11-09_Minnesota_Rutgers,2024-11-09,6.5,O,44.5,Rutgers,Minnesota,Minnesota_Rutgers,26,19,home,away,y,y,n,-398.2073170731707,667.0243902439024
1179,2024-11-09_Mississippi State_Tennessee,2024-11-09,25.5,U,61.5,Tennessee,Mississippi State,Mississippi State_Tennessee,33,14,away,home,n,n,y,-1662.0,888.2
1180,2024-11-09_Missouri_Oklahoma,2024-11-09,3.0,O,42.5,Missouri,Oklahoma,Missouri_Oklahoma,30,23,away,home,n,y,n,-276.2142857142857,695.625
1181,2024-11-09_Navy_USF,2024-11-09,4.5,U,58.5,USF,Navy,Navy_USF,7,28,away,home,y,n,y,-309.2950819672131,392.8196721311475
1182,2024-11-09_New Mexico State_Western Kentucky,2024-11-09,17.5,O,53.5,New Mexico State,Western Kentucky,New Mexico State_Western Kentucky,28,41,home,away,n,n,y,-678.28125,564.25
1183,2024-11-09_Ohio State_Purdue,2024-11-09,37.5,U,55.5,Ohio State,Purdue,Ohio State_Purdue,45,0,home,away,y,y,n,-8718.0,12820.0
1184,2024-11-09_Oregon State_San Jose State,2024-11-09,3.0,U,58.5,Oregon State,San Jose State,Oregon State_San Jose State,13,24,away,home,y,n,y,-276.2142857142857,695.625
1185,2024-11-09_Penn State_Washington,2024-11-09,13.5,U,47.5,Penn State,Washington,Penn State_Washington,35,6,home,away,y,y,n,-448.22222222222223,1511.4888888888888
1186,2024-11-09_Pittsburgh_Virginia,2024-11-09,7.0,U,57.5,Pittsburgh,Virginia,Pittsburgh_Virginia,19,24,home,away,n,n,y,-470.5263157894737,1887.4812030075188
1187,2024-11-09_South Carolina_Vanderbilt,2024-11-09,6.0,U,44.5,Vanderbilt,South Carolina,South Carolina_Vanderbilt,7,28,home,away,n,n,y,-524.776119402985,786.1044776119403
1188,2024-11-09_Temple_Tulane,2024-11-09,26.5,O,50.5,Tulane,Temple,Temple_Tulane,52,6,away,home,n,y,n,-1588.5555555555557,1173.111111111111
1189,2024-11-09_Utah State_Washington State,2024-11-09,20.5,O,68.5,Washington State,Utah State,Utah State_Washington State,49,28,home,away,y,y,n,-999.9047619047619,786.952380952381
1190,2024-11-12_Ball State_Buffalo,2024-11-12,3.5,O,55.5,Buffalo,Ball State,Ball State_Buffalo,51,48,home,away,n,n,y,-252.70491803278688,1557.639344262295
1191,2024-11-12_Bowling Green_Western Michigan,2024-11-12,9.5,U,57.5,Bowling Green,Western Michigan,Bowling Green_Western Michigan,31,13,home,away,y,y,n,-378.86538461538464,437.7307692307692
1192,2024-11-12_Central Michigan_Toledo,2024-11-12,14.5,U,52.0,Toledo,Central Michigan,Central Michigan_Toledo,37,10,away,home,n,y,n,-730.8421052631579,496.3421052631579
1193,2024-11-13_Akron_Northern Illinois,2024-11-13,14.0,O,43.5,Northern Illinois,Akron,Akron_Northern Illinois,29,16,away,home,n,n,y,-480.8358208955224,508.25373134328356
1194,2024-11-13_Eastern Michigan_Ohio,2024-11-13,10.5,U,51.5,Ohio,Eastern Michigan,Eastern Michigan_Ohio,35,10,away,home,n,y,n,-421.2708333333333,438.6041666666667
1195,2024-11-13_Kent State_Miami OH,2024-11-13,30.5,U,47.5,Miami OH,Kent State,Kent State_Miami OH,34,7,home,away,n,n,y,-4873.333333333333,2848.6666666666665
1196,2024-11-14_East Carolina_Tulsa,2024-11-14,16.5,O,63.0,Tulsa,East Carolina,East Carolina_Tulsa,31,38,home,away,n,n,y,-1718.775,539.65
1197,2024-11-15_Arizona_Houston,2024-11-15,1.5,U,46.5,Arizona,Houston,Arizona_Houston,27,3,home,away,y,y,n,-323.8360655737705,588.6229508196722
1198,2024-11-15_North Texas_UTSA,2024-11-15,1.5,O,73.0,UTSA,North Texas,North Texas_UTSA,48,27,home,away,y,y,n,-323.8360655737705,588.6229508196722
1199,2024-11-15_UCLA_Washington,2024-11-15,4.5,O,47.0,Washington,UCLA,UCLA_Washington,31,19,away,home,n,y,n,-309.2950819672131,392.8196721311475
1200,2024-11-16_Air Force_Oregon State,2024-11-16,3.0,U,44.5,Air Force,Oregon State,Air Force_Oregon State,28,0,away,home,n,y,n,-276.2142857142857,695.625
1201,2024-11-16_Arizona State_Kansas State,2024-11-16,7.5,U,51.5,Kansas State,Arizona State,Arizona State_Kansas State,14,24,away,home,y,n,y,-367.5833333333333,977.5555555555555
1202,2024-11-16_Arkansas State_Georgia State,2024-11-16,2.5,U,59.5,Georgia State,Arkansas State,Arkansas State_Georgia State,20,27,home,away,n,n,y,-378.39325842696627,412.0
1203,2024-11-16_Arkansas_Texas,2024-11-16,13.5,U,56.5,Arkansas,Texas,Arkansas_Texas,10,20,away,home,n,y,n,-448.22222222222223,1511.4888888888888
1204,2024-11-16_Auburn_Louisiana Monroe,2024-11-16,24.5,O,46.0,Auburn,Louisiana Monroe,Auburn_Louisiana Monroe,48,14,away,home,n,y,n,-1142.235294117647,1202.0588235294117
1205,2024-11-16_BYU_Kansas,2024-11-16,2.5,U,55.5,BYU,Kansas,BYU_Kansas,13,17,home,away,n,n,y,-378.39325842696627,412.0
1206,2024-11-16_Baylor_West Virginia,2024-11-16,2.0,O,59.5,West Virginia,Baylor,Baylor_West Virginia,35,49,away,home,y,n,y,-474.98,1152.84
1207,2024-11-16_Boise State_San Jose State,2024-11-16,14.0,O,62.5,San Jose State,Boise State,Boise State_San Jose State,21,42,home,away,n,n,y,-480.8358208955224,508.25373134328356
1208,2024-11-16_Boston College_SMU,2024-11-16,19.5,O,53.5,SMU,Boston College,Boston College_SMU,38,28,home,away,n,n,y,-1123.9473684210527,1319.4736842105262
1209,2024-11-16_California_Syracuse,2024-11-16,10.5,E,58.0,California,Syracuse,California_Syracuse,25,33,home,away,n,n,y,-421.2708333333333,438.6041666666667
1210,2024-11-16_Cincinnati_Iowa State,2024-11-16,7.0,U,52.5,Iowa State,Cincinnati,Cincinnati_Iowa State,34,17,away,home,n,y,n,-470.5263157894737,1887.4812030075188
1211,2024-11-16_Clemson_Pittsburgh,2024-11-16,12.5,U,51.5,Pittsburgh,Clemson,Clemson_Pittsburgh,20,24,home,away,n,n,y,-628.1851851851852,429.48148148148147
1212,2024-11-16_Coastal Carolina_Marshall,2024-11-16,7.5,U,57.0,Marshall,Coastal Carolina,Coastal Carolina_Marshall,31,19,away,home,n,y,n,-367.5833333333333,977.5555555555555
1213,2024-11-16_Colorado_Utah,2024-11-16,13.5,O,43.5,Colorado,Utah,Colorado_Utah,49,24,away,home,n,y,n,-448.22222222222223,1511.4888888888888
1214,2024-11-16_FAU_Temple,2024-11-16,2.0,U,50.0,Temple,FAU,FAU_Temple,18,15,away,home,n,y,n,-474.98,1152.84
1215,2024-11-16_Florida_LSU,2024-11-16,3.5,U,57.0,Florida,LSU,Florida_LSU,27,16,home,away,y,y,n,-252.70491803278688,1557.639344262295
1216,2024-11-16_Georgia Southern_Troy,2024-11-16,7.0,U,54.0,Georgia Southern,Troy,Georgia Southern_Troy,20,28,away,home,y,n,y,-470.5263157894737,1887.4812030075188
1217,2024-11-16_Georgia_Tennessee,2024-11-16,8.5,O,46.5,Georgia,Tennessee,Georgia_Tennessee,31,17,away,home,n,y,n,-370.22222222222223,1141.0740740740741
1218,2024-11-16_Hawaii_Utah State,2024-11-16,2.5,O,62.0,Utah State,Hawaii,Hawaii_Utah State,55,10,home,away,y,y,n,-378.39325842696627,412.0
1219,2024-11-16_Illinois_Michigan State,2024-11-16,1.5,O,47.5,Illinois,Michigan State,Illinois_Michigan State,38,16,home,away,y,y,n,-323.8360655737705,588.6229508196722
1220,2024-11-16_James Madison_Old Dominion,2024-11-16,1.0,O,51.0,Old Dominion,James Madison,James Madison_Old Dominion,32,35,home,away,n,n,y,-180.61666666666667,415.98333333333335
1221,2024-11-16_Kennesaw State_Sam Houston,2024-11-16,21.0,U,42.5,Kennesaw State,Sam Houston,Kennesaw State_Sam Houston,17,23,home,away,n,n,y,-855.2,704.6285714285714
1222,2024-11-16_Liberty_Massachusetts,2024-11-16,16.5,O,52.5,Massachusetts,Liberty,Liberty_Massachusetts,34,35,away,home,n,y,n,-1718.775,539.65
1223,2024-11-16_Louisiana Lafayette_South Alabama,2024-11-16,6.5,U,60.0,Louisiana Lafayette,South Alabama,Louisiana Lafayette_South Alabama,22,24,home,away,n,n,y,-398.2073170731707,667.0243902439024
1224,2024-11-16_Louisiana Tech_Western Kentucky,2024-11-16,11.5,U,52.5,Western Kentucky,Louisiana Tech,Louisiana Tech_Western Kentucky,7,12,away,home,n,y,n,-495.29411764705884,393.0
1225,2024-11-16_Louisville_Stanford,2024-11-16,21.0,O,57.5,Stanford,Louisville,Louisville_Stanford,38,35,away,home,n,n,y,-855.2,704.6285714285714
1226,2024-11-16_Maryland_Rutgers,2024-11-16,4.0,U,54.5,Maryland,Rutgers,Maryland_Rutgers,17,31,home,away,n,n,y,-252.21686746987953,446.71084337349396
1227,2024-11-16_Memphis_UAB,2024-11-16,16.0,O,62.5,Memphis,UAB,Memphis_UAB,53,18,away,home,n,y,n,-586.3076923076923,832.8846153846154
1228,2024-11-16_Navy_Tulane,2024-11-16,7.0,U,49.0,Navy,Tulane,Navy_Tulane,0,35,away,home,y,n,y,-470.5263157894737,1887.4812030075188
1229,2024-11-16_Nebraska_USC,2024-11-16,6.5,U,51.0,USC,Nebraska,Nebraska_USC,28,20,home,away,y,y,n,-398.2073170731707,667.0243902439024
1230,2024-11-16_New Mexico State_Texas A&M,2024-11-16,38.5,U,54.5,Texas A&M,New Mexico State,New Mexico State_Texas A&M,38,3,away,home,n,n,y,-15095.0,2075.0
1231,2024-11-16_North Carolina_Wake Forest,2024-11-16,10.5,U,64.0,North Carolina,Wake Forest,North Carolina_Wake Forest,31,24,home,away,n,n,y,-421.2708333333333,438.6041666666667
1232,2024-11-16_Northwestern_Ohio State,2024-11-16,28.0,U,43.5,Northwestern,Ohio State,Northwestern_Ohio State,7,31,away,home,n,y,n,-1864.1538461538462,2040.3846153846155
1233,2024-11-16_Notre Dame_Virginia,2024-11-16,20.5,U,51.0,Notre Dame,Virginia,Notre Dame_Virginia,35,14,home,away,y,y,n,-999.9047619047619,786.952380952381
1234,2024-11-16_Oregon_Wisconsin,2024-11-16,13.5,U,49.5,Wisconsin,Oregon,Oregon_Wisconsin,13,16,home,away,n,n,y,-448.22222222222223,1511.4888888888888
1235,2024-11-16_Penn State_Purdue,2024-11-16,30.0,O,51.5,Purdue,Penn State,Penn State_Purdue,10,49,away,home,y,n,y,-2039.0,2622.8333333333335
1236,2024-11-16_Southern Miss_Texas State,2024-11-16,27.5,O,56.5,Texas State,Southern Miss,Southern Miss_Texas State,58,3,away,home,n,y,n,-3594.4117647058824,1418.1176470588234
1237,2024-11-19_Akron_Kent State,2024-11-19,10.5,O,49.0,Kent State,Akron,Akron_Kent State,17,38,home,away,n,n,y,-421.2708333333333,438.6041666666667
