,index,fav_side,dog_side,full_date,away_score,home_score,away,home,ou_total,spread,ou,spread_away_cover,spread_home_cover,ml_fav,ml_dog,match_key,game_id,favorite_covered
5057,5122,home,away,2014-10-25,17,45,UAB,Arkansas,58.5,24.0,O,y,n,-1007.78125,1200,Arkansas_UAB,2014-10-25_Arkansas_UAB,y
5038,5103,home,away,2014-10-25,35,42,South Carolina,Auburn,62.5,18.0,O,y,n,-813.6111111111111,666.3888888888889,Auburn_South Carolina,2014-10-25_Auburn_South Carolina,n
5046,5111,away,home,2014-10-25,23,17,Boston College,Wake Forest,41.0,13.0,U,y,n,-462.03125,577.53125,Boston College_Wake Forest,2014-10-25_Boston College_Wake Forest,n
5044,5109,away,home,2014-10-25,20,14,Central Michigan,Buffalo,54.5,4.0,U,y,n,-252.21686746987953,446.71084337349396,Buffalo_Central Michigan,2014-10-25_Buffalo_Central Michigan,y
5041,5106,home,away,2014-10-25,6,16,Syracuse,Clemson,47.0,17.0,U,y,n,-175,550,Clemson_Syracuse,2014-10-25_Clemson_Syracuse,n
5063,5128,home,away,2014-10-25,31,45,Wyoming,Colorado State,54.5,19.5,O,y,n,-195,750,Colorado State_Wyoming,2014-10-25_Colorado State_Wyoming,n
5054,5119,away,home,2014-10-25,40,37,UCLA,Colorado,65.5,14.5,O,n,y,-730.8421052631579,496.3421052631579,Colorado_UCLA,2014-10-25_Colorado_UCLA,n
5039,5104,away,home,2014-10-25,28,17,FCS,Eastern Michigan,62.0,18.0,U,n,y,-600,666.3888888888889,Eastern Michigan_FCS,2014-10-25_Eastern Michigan_FCS,n
5064,5129,away,home,2014-10-25,7,10,FCS,LSU,45.5,4.0,U,y,n,-252.21686746987953,446.71084337349396,FCS_LSU,2014-10-25_FCS_LSU,n
5070,5135,home,away,2014-10-25,16,35,FCS,Marshall,66.0,27.5,U,y,n,-3594.4117647058824,1418.1176470588234,FCS_Marshall,2014-10-25_FCS_Marshall,n
5067,5132,away,home,2014-10-25,69,31,Georgia Southern,Georgia State,66.0,17.0,O,n,y,-675,575,Georgia Southern_Georgia State,2014-10-25_Georgia Southern_Georgia State,y
5048,5113,home,away,2014-10-25,56,28,Georgia Tech,Pittsburgh,56.5,4.0,O,y,n,-252.21686746987953,446.71084337349396,Georgia Tech_Pittsburgh,2014-10-25_Georgia Tech_Pittsburgh,n
5077,5142,away,home,2014-10-25,26,18,Nevada,Hawaii,55.0,3.0,U,y,n,-160,907,Hawaii_Nevada,2014-10-25_Hawaii_Nevada,y
5042,5107,away,home,2014-10-25,24,28,Minnesota,Illinois,54.0,3.5,U,y,n,-252.70491803278688,1557.639344262295,Illinois_Minnesota,2014-10-25_Illinois_Minnesota,n
5074,5139,home,away,2014-10-25,0,23,Texas,Kansas State,47.0,9.5,U,y,n,-378.86538461538464,437.7307692307692,Kansas State_Texas,2014-10-25_Kansas State_Texas,y
5056,5121,home,away,2014-10-25,3,10,Kent State,Miami OH,53.5,5.0,U,y,n,-398.10526315789474,415.05263157894734,Kent State_Miami OH,2014-10-25_Kent State_Miami OH,y
5040,5105,away,home,2014-10-25,45,31,Mississippi State,Kentucky,59.0,14.5,O,n,y,-730.8421052631579,496.3421052631579,Kentucky_Mississippi State,2014-10-25_Kentucky_Mississippi State,n
5071,5136,home,away,2014-10-25,22,18,Texas State,Louisiana Monroe,50.5,2.5,U,y,n,-378.39325842696627,355,Louisiana Monroe_Texas State,2014-10-25_Louisiana Monroe_Texas State,n
5069,5134,away,home,2014-10-25,31,20,Louisiana Tech,Southern Miss,55.5,7.0,U,y,n,-300,1887.4812030075188,Louisiana Tech_Southern Miss,2014-10-25_Louisiana Tech_Southern Miss,y
5049,5114,home,away,2014-10-25,7,52,Maryland,Wisconsin,56.0,9.5,O,y,n,-378.86538461538464,800,Maryland_Wisconsin,2014-10-25_Maryland_Wisconsin,y
5053,5118,home,away,2014-10-25,35,42,Massachusetts,Toledo,69.5,18.5,O,y,n,-525,600,Massachusetts_Toledo,2014-10-25_Massachusetts_Toledo,n
5059,5124,away,home,2014-10-25,48,10,Memphis,SMU,51.0,23.5,O,n,y,-1615,345,Memphis_SMU,2014-10-25_Memphis_SMU,y
5062,5127,home,away,2014-10-25,11,35,Michigan,Michigan State,44.5,16.5,O,y,n,-1718.775,539.65,Michigan_Michigan State,2014-10-25_Michigan_Michigan State,y
5050,5115,home,away,2014-10-25,14,24,Vanderbilt,Missouri,42.5,21.5,U,y,n,-1153.3333333333333,1057.8,Missouri_Vanderbilt,2014-10-25_Missouri_Vanderbilt,n
5051,5116,home,away,2014-10-25,31,41,San Jose State,Navy,53.5,8.0,O,y,n,-434.64102564102564,575,Navy_San Jose State,2014-10-25_Navy_San Jose State,y
5055,5120,home,away,2014-10-25,24,42,Rutgers,Nebraska,60.5,20.0,O,y,n,-887.578947368421,180,Nebraska_Rutgers,2014-10-25_Nebraska_Rutgers,n
5047,5112,home,away,2014-10-25,28,27,North Carolina,Virginia,61.0,6.5,U,y,n,-398.2073170731707,159,North Carolina_Virginia,2014-10-25_North Carolina_Virginia,n
5068,5133,home,away,2014-10-25,21,41,North Texas,Rice,56.0,16.0,O,y,n,-586.3076923076923,832.8846153846154,North Texas_Rice,2014-10-25_North Texas_Rice,y
5075,5140,away,home,2014-10-25,31,24,Ohio State,Penn State,52.5,14.0,O,eq,eq,-180,508.25373134328356,Ohio State_Penn State,2014-10-25_Ohio State_Penn State,n
5045,5110,home,away,2014-10-25,21,42,Ohio,Western Michigan,53.0,8.0,O,y,n,-564,265,Ohio_Western Michigan,2014-10-25_Ohio_Western Michigan,y
5073,5138,away,home,2014-10-25,34,10,West Virginia,Oklahoma State,67.5,3.0,U,y,n,-141,280,Oklahoma State_West Virginia,2014-10-25_Oklahoma State_West Virginia,y
5072,5137,home,away,2014-10-25,51,66,Old Dominion,Western Kentucky,78.0,13.0,O,y,n,-462.03125,577.53125,Old Dominion_Western Kentucky,2014-10-25_Old Dominion_Western Kentucky,y
5060,5125,home,away,2014-10-25,14,38,Oregon State,Stanford,43.5,13.0,O,y,n,-462.03125,577.53125,Oregon State_Stanford,2014-10-25_Oregon State_Stanford,y
5058,5123,home,away,2014-10-25,27,82,Texas Tech,TCU,71.5,24.5,O,y,n,-1142.235294117647,1202.0588235294117,TCU_Texas Tech,2014-10-25_TCU_Texas Tech,y
5052,5117,home,away,2014-10-25,20,34,UNLV,Utah State,50.5,16.5,O,y,n,-1718.775,539.65,UNLV_Utah State,2014-10-25_UNLV_Utah State,n
5066,5131,home,away,2014-10-25,21,24,USC,Utah,52.0,1.5,U,y,n,-323.8360655737705,588.6229508196722,USC_Utah,2014-10-25_USC_Utah,y
4889,4954,home,away,2014-10-02,31,24,Arizona,Oregon,81.5,21.5,U,y,n,-120,800,Arizona_Oregon,2014-10-2_Arizona_Oregon,n
4888,4953,home,away,2014-10-02,17,12,FCS,Houston,48.5,2.5,U,y,n,-378.39325842696627,412.0,FCS_Houston,2014-10-2_FCS_Houston,n
5079,5144,away,home,2014-10-30,42,31,Florida State,Louisville,51.5,3.5,O,y,n,-170,1400,Florida State_Louisville,2014-10-30_Florida State_Louisville,y
5078,5143,home,away,2014-10-30,10,42,Troy,Georgia Southern,61.0,23.5,U,y,n,-1360.6666666666667,1017.0,Georgia Southern_Troy,2014-10-30_Georgia Southern_Troy,y
5081,5146,away,home,2014-10-31,38,14,Cincinnati,Tulane,56.5,4.0,U,y,n,-555,446.71084337349396,Cincinnati_Tulane,2014-10-31_Cincinnati_Tulane,y
5080,5145,home,away,2014-10-31,20,40,Tulsa,Memphis,57.0,24.0,O,y,n,-1007.78125,1114.375,Memphis_Tulsa,2014-10-31_Memphis_Tulsa,n
4892,4957,home,away,2014-10-03,35,20,Utah State,BYU,53.0,21.0,O,y,n,-855.2,704.6285714285714,BYU_Utah State,2014-10-3_BYU_Utah State,n
4891,4956,home,away,2014-10-03,13,24,San Diego State,Fresno State,59.0,3.5,U,y,n,-252.70491803278688,850,Fresno State_San Diego State,2014-10-3_Fresno State_San Diego State,y
4890,4955,away,home,2014-10-03,28,6,Louisville,Syracuse,46.5,1.5,U,y,n,-323.8360655737705,588.6229508196722,Louisville_Syracuse,2014-10-3_Louisville_Syracuse,y
4921,4986,away,home,2014-10-04,21,30,Navy,Air Force,56.0,3.5,U,y,n,-170,1557.639344262295,Air Force_Navy,2014-10-4_Air Force_Navy,n
4913,4978,home,away,2014-10-04,6,31,Eastern Michigan,Akron,51.0,26.0,U,y,n,-767.8571428571429,400,Akron_Eastern Michigan,2014-10-4_Akron_Eastern Michigan,n
4909,4974,away,home,2014-10-04,47,21,South Alabama,Appalachian State,52.0,3.5,O,y,n,-200,1557.639344262295,Appalachian State_South Alabama,2014-10-4_Appalachian State_South Alabama,y
4919,4984,home,away,2014-10-04,38,34,Arizona State,USC,68.0,13.0,O,y,n,-462.03125,230,Arizona State_USC,2014-10-4_Arizona State_USC,n
4933,4998,home,away,2014-10-04,14,28,Louisiana Monroe,Arkansas State,53.0,11.0,U,y,n,-377.4,440,Arkansas State_Louisiana Monroe,2014-10-4_Arkansas State_Louisiana Monroe,y
4911,4976,home,away,2014-10-04,24,33,Ball State,Army,58.0,3.0,U,y,n,-276.2142857142857,150,Army_Ball State,2014-10-4_Army_Ball State,y
4920,4985,home,away,2014-10-04,7,41,LSU,Auburn,56.0,7.0,U,y,n,-470.5263157894737,1887.4812030075188,Auburn_LSU,2014-10-4_Auburn_LSU,y
4924,4989,away,home,2014-10-04,28,7,Baylor,Texas,59.0,14.5,U,n,y,-730.8421052631579,496.3421052631579,Baylor_Texas,2014-10-4_Baylor_Texas,y
4939,5004,away,home,2014-10-04,51,46,Boise State,Nevada,54.0,3.0,O,y,n,-160,525,Boise State_Nevada,2014-10-4_Boise State_Nevada,y
4912,4977,home,away,2014-10-04,35,36,Buffalo,Bowling Green,76.0,3.5,U,y,n,-252.70491803278688,1557.639344262295,Bowling Green_Buffalo,2014-10-4_Bowling Green_Buffalo,n
4930,4995,home,away,2014-10-04,60,59,California,Washington State,70.0,4.0,O,y,n,-252.21686746987953,446.71084337349396,California_Washington State,2014-10-4_California_Washington State,n
4902,4967,home,away,2014-10-04,10,28,Ohio,Central Michigan,49.0,3.5,U,y,n,-252.70491803278688,1557.639344262295,Central Michigan_Ohio,2014-10-4_Central Michigan_Ohio,y
4900,4965,home,away,2014-10-04,41,14,Memphis,Cincinnati,62.0,3.0,U,y,n,-276.2142857142857,695.625,Cincinnati_Memphis,2014-10-4_Cincinnati_Memphis,n
4934,4999,home,away,2014-10-04,0,41,FCS,Clemson,64.0,14.0,U,y,n,-480.8358208955224,508.25373134328356,Clemson_FCS,2014-10-4_Clemson_FCS,y
4916,4981,home,away,2014-10-04,17,42,Tulsa,Colorado State,63.0,18.5,U,y,n,-645.2941176470588,748.2352941176471,Colorado State_Tulsa,2014-10-4_Colorado State_Tulsa,y
4929,4994,away,home,2014-10-04,36,31,Oregon State,Colorado,53.0,5.0,O,y,n,-185,165,Colorado_Oregon State,2014-10-4_Colorado_Oregon State,n
4899,4964,home,away,2014-10-04,24,45,SMU,East Carolina,59.0,35.0,O,y,n,-1167.1666666666667,6666.666666666667,East Carolina_SMU,2014-10-4_East Carolina_SMU,n
4931,4996,home,away,2014-10-04,30,35,FCS,Texas State,65.0,15.0,E,y,n,-540.32,130,FCS_Texas State,2014-10-4_FCS_Texas State,n
4894,4959,home,away,2014-10-04,3,43,Wake Forest,Florida State,56.0,38.0,U,y,n,-575.0,19500.0,Florida State_Wake Forest,2014-10-4_Florida State_Wake Forest,y
4923,4988,home,away,2014-10-04,10,9,Florida,Tennessee,53.0,3.0,U,y,n,-276.2142857142857,695.625,Florida_Tennessee,2014-10-4_Florida_Tennessee,n
4937,5002,away,home,2014-10-04,36,28,Georgia Southern,New Mexico State,63.0,18.0,O,n,y,-850,275,Georgia Southern_New Mexico State,2014-10-4_Georgia Southern_New Mexico State,n
4917,4982,home,away,2014-10-04,31,34,Georgia State,Louisiana Lafayette,65.0,16.0,E,y,n,-148,832.8846153846154,Georgia State_Louisiana Lafayette,2014-10-4_Georgia State_Louisiana Lafayette,n
4895,4960,home,away,2014-10-04,17,28,Miami FL,Georgia Tech,58.0,2.0,U,y,n,-474.98,330,Georgia Tech_Miami FL,2014-10-4_Georgia Tech_Miami FL,y
4893,4958,home,away,2014-10-04,17,44,Vanderbilt,Georgia,53.0,33.0,O,y,n,-4588.5,16500,Georgia_Vanderbilt,2014-10-4_Georgia_Vanderbilt,n
4915,4980,home,away,2014-10-04,14,28,Hawaii,Rice,56.0,7.0,U,y,n,-470.5263157894737,625,Hawaii_Rice,2014-10-4_Hawaii_Rice,y
4897,4962,home,away,2014-10-04,38,27,Purdue,Illinois,54.0,9.0,O,y,n,-250,325,Illinois_Purdue,2014-10-4_Illinois_Purdue,n
4896,4961,home,away,2014-10-04,24,49,North Texas,Indiana,59.0,13.0,O,y,n,-462.03125,577.53125,Indiana_North Texas,2014-10-4_Indiana_North Texas,y
4925,4990,home,away,2014-10-04,20,37,Iowa State,Oklahoma State,64.0,17.5,U,y,n,-678.28125,125,Iowa State_Oklahoma State,2014-10-4_Iowa State_Oklahoma State,n
4914,4979,home,away,2014-10-04,13,45,Texas Tech,Kansas State,67.0,14.0,U,y,n,-480.8358208955224,508.25373134328356,Kansas State_Texas Tech,2014-10-4_Kansas State_Texas Tech,y
4903,4968,home,away,2014-10-04,14,33,Kansas,West Virginia,59.0,28.0,U,y,n,-210,2750,Kansas_West Virginia,2014-10-4_Kansas_West Virginia,n
4910,4975,away,home,2014-10-04,38,45,South Carolina,Kentucky,55.0,5.0,O,y,n,-398.10526315789474,415.05263157894734,Kentucky_South Carolina,2014-10-4_Kentucky_South Carolina,n
4928,4993,home,away,2014-10-04,3,55,UTEP,Louisiana Tech,57.0,12.0,O,y,n,-411.86206896551727,430.82758620689657,Louisiana Tech_UTEP,2014-10-4_Louisiana Tech_UTEP,y
4905,4970,away,home,2014-10-04,56,14,Marshall,Old Dominion,75.0,18.5,U,n,y,-145,748.2352941176471,Marshall_Old Dominion,2014-10-4_Marshall_Old Dominion,y
4898,4963,away,home,2014-10-04,52,24,Ohio State,Maryland,59.0,7.0,O,y,n,-470.5263157894737,1887.4812030075188,Maryland_Ohio State,2014-10-4_Maryland_Ohio State,y
4908,4973,home,away,2014-10-04,41,42,Massachusetts,Miami OH,58.0,6.0,O,y,n,-524.776119402985,786.1044776119403,Massachusetts_Miami OH,2014-10-4_Massachusetts_Miami OH,n
4936,5001,home,away,2014-10-04,22,27,Nebraska,Michigan State,55.0,7.5,U,y,n,-367.5833333333333,977.5555555555555,Michigan State_Nebraska,2014-10-4_Michigan State_Nebraska,n
4932,4997,home,away,2014-10-04,24,26,Michigan,Rutgers,47.0,3.0,O,y,n,-276.2142857142857,695.625,Michigan_Rutgers,2014-10-4_Michigan_Rutgers,n
4926,4991,home,away,2014-10-04,31,48,Texas A&M,Mississippi State,72.0,2.0,O,y,n,-474.98,1152.84,Mississippi State_Texas A&M,2014-10-4_Mississippi State_Texas A&M,y
4906,4971,away,home,2014-10-04,34,17,Virginia Tech,North Carolina,57.0,3.0,U,y,n,-276.2142857142857,695.625,North Carolina_Virginia Tech,2014-10-4_North Carolina_Virginia Tech,y
4907,4972,away,home,2014-10-04,14,20,Wisconsin,Northwestern,48.0,8.0,U,y,n,-290,358.0,Northwestern_Wisconsin,2014-10-4_Northwestern_Wisconsin,n
4918,4983,away,home,2014-10-04,14,17,Stanford,Notre Dame,47.0,2.0,U,y,n,-474.98,1152.84,Notre Dame_Stanford,2014-10-4_Notre Dame_Stanford,n
4922,4987,away,home,2014-10-04,33,37,Oklahoma,TCU,57.0,4.5,O,y,n,-309.2950819672131,392.8196721311475,Oklahoma_TCU,2014-10-4_Oklahoma_TCU,n
4901,4966,home,away,2014-10-04,19,24,Pittsburgh,Virginia,46.0,5.0,U,y,n,-398.10526315789474,145,Pittsburgh_Virginia,2014-10-4_Pittsburgh_Virginia,n
4938,5003,home,away,2014-10-04,10,33,UNLV,San Jose State,57.0,9.0,U,y,n,-311.2972972972973,422.86486486486484,San Jose State_UNLV,2014-10-4_San Jose State_UNLV,y
4904,4969,away,home,2014-10-04,20,19,Toledo,Western Michigan,62.0,5.0,U,y,n,-398.10526315789474,415.05263157894734,Toledo_Western Michigan,2014-10-4_Toledo_Western Michigan,n
4935,5000,home,away,2014-10-04,42,39,UAB,Western Kentucky,70.0,10.0,O,y,n,-521.3134328358209,215,UAB_Western Kentucky,2014-10-4_UAB_Western Kentucky,n
4927,4992,home,away,2014-10-04,30,28,Utah,UCLA,65.0,13.5,U,y,n,-448.22222222222223,365,UCLA_Utah,2014-10-4_UCLA_Utah,n
5173,5238,away,home,2014-11-11,24,55,Akron,Buffalo,51.0,3.5,O,y,n,-170,145,Akron_Buffalo,2014-11-11_Akron_Buffalo,n
5174,5239,home,away,2014-11-12,10,24,Ball State,Massachusetts,65.0,3.5,U,y,n,-252.70491803278688,1557.639344262295,Ball State_Massachusetts,2014-11-12_Ball State_Massachusetts,y
5175,5240,home,away,2014-11-12,20,30,Kent State,Bowling Green,54.5,14.0,U,y,n,-120,430,Bowling Green_Kent State,2014-11-12_Bowling Green_Kent State,n
5177,5242,home,away,2014-11-13,30,38,California,USC,72.0,14.0,U,y,n,-480.8358208955224,120,California_USC,2014-11-13_California_USC,n
5176,5241,away,home,2014-11-13,46,54,East Carolina,Cincinnati,71.5,1.0,O,y,n,-180.61666666666667,415.98333333333335,Cincinnati_East Carolina,2014-11-13_Cincinnati_East Carolina,n
5189,5254,home,away,2014-11-15,38,45,Nevada,Air Force,53.0,3.0,O,y,n,-360,135,Air Force_Nevada,2014-11-15_Air Force_Nevada,y
5213,5278,home,away,2014-11-15,20,25,Mississippi State,Alabama,55.0,9.0,U,y,n,-120,300,Alabama_Mississippi State,2014-11-15_Alabama_Mississippi State,n
5193,5258,home,away,2014-11-15,37,32,Appalachian State,Arkansas State,62.0,15.5,O,y,n,-607.6153846153846,2012,Appalachian State_Arkansas State,2014-11-15_Appalachian State_Arkansas State,n
5212,5277,away,home,2014-11-15,27,35,Arizona State,Oregon State,63.5,7.0,U,y,n,-470.5263157894737,1887.4812030075188,Arizona State_Oregon State,2014-11-15_Arizona State_Oregon State,n
5200,5265,home,away,2014-11-15,26,27,Washington,Arizona,59.5,8.0,U,y,n,-434.64102564102564,358.0,Arizona_Washington,2014-11-15_Arizona_Washington,n
5199,5264,home,away,2014-11-15,0,17,LSU,Arkansas,45.0,1.0,U,y,n,-180.61666666666667,260,Arkansas_LSU,2014-11-15_Arkansas_LSU,y
5182,5247,home,away,2014-11-15,24,52,Army,Western Kentucky,71.5,7.0,O,y,n,-470.5263157894737,1887.4812030075188,Army_Western Kentucky,2014-11-15_Army_Western Kentucky,y
5201,5266,home,away,2014-11-15,7,34,Auburn,Georgia,71.0,3.0,U,y,n,-276.2142857142857,200,Auburn_Georgia,2014-11-15_Auburn_Georgia,y
5194,5259,home,away,2014-11-15,23,42,UNLV,BYU,63.0,26.5,O,y,n,-1588.5555555555557,1173.111111111111,BYU_UNLV,2014-11-15_BYU_UNLV,n
5197,5262,home,away,2014-11-15,29,38,San Diego State,Boise State,56.5,14.0,O,y,n,-540,415,Boise State_San Diego State,2014-11-15_Boise State_San Diego State,n
5207,5272,home,away,2014-11-15,27,34,Miami OH,Central Michigan,54.0,18.5,O,y,n,-645.2941176470588,325,Central Michigan_Miami OH,2014-11-15_Central Michigan_Miami OH,n
5187,5252,away,home,2014-11-15,6,28,Clemson,Georgia Tech,57.0,1.5,U,y,n,-125,150,Clemson_Georgia Tech,2014-11-15_Clemson_Georgia Tech,n
5188,5253,home,away,2014-11-15,17,16,Virginia Tech,Duke,47.5,3.5,U,y,n,-252.70491803278688,1557.639344262295,Duke_Virginia Tech,2014-11-15_Duke_Virginia Tech,n
5183,5248,home,away,2014-11-15,7,51,Eastern Michigan,Western Michigan,56.0,27.5,O,y,n,-3594.4117647058824,185,Eastern Michigan_Western Michigan,2014-11-15_Eastern Michigan_Western Michigan,y
5190,5255,away,home,2014-11-15,14,13,FCS,SMU,49.0,9.5,U,y,n,-378.86538461538464,437.7307692307692,FCS_SMU,2014-11-15_FCS_SMU,n
5203,5268,away,home,2014-11-15,30,26,Florida State,Miami FL,62.0,2.5,U,y,n,-130,120,Florida State_Miami FL,2014-11-15_Florida State_Miami FL,y
5202,5267,home,away,2014-11-15,23,20,South Carolina,Florida,57.0,6.5,U,y,n,-398.2073170731707,667.0243902439024,Florida_South Carolina,2014-11-15_Florida_South Carolina,n
5204,5269,home,away,2014-11-15,19,52,Georgia Southern,Navy,60.0,3.0,O,y,n,-276.2142857142857,695.625,Georgia Southern_Navy,2014-11-15_Georgia Southern_Navy,y
5208,5273,home,away,2014-11-15,13,0,Hawaii,San Jose State,53.5,10.0,U,y,n,-521.3134328358209,471.5074626865672,Hawaii_San Jose State,2014-11-15_Hawaii_San Jose State,n
5181,5246,away,home,2014-11-15,30,14,Iowa,Illinois,54.0,5.5,U,y,n,-210,240,Illinois_Iowa,2014-11-15_Illinois_Iowa,y
5186,5251,home,away,2014-11-15,23,45,Indiana,Rutgers,53.0,9.0,O,y,n,-311.2972972972973,422.86486486486484,Indiana_Rutgers,2014-11-15_Indiana_Rutgers,y
5192,5257,away,home,2014-11-15,34,30,TCU,Kansas,55.0,28.0,O,n,y,-1864.1538461538462,2040.3846153846155,Kansas_TCU,2014-11-15_Kansas_TCU,n
5185,5250,home,away,2014-11-15,16,50,Kentucky,Tennessee,53.0,11.0,O,y,n,-377.4,275,Kentucky_Tennessee,2014-11-15_Kentucky_Tennessee,y
5211,5276,away,home,2014-11-15,34,27,Louisiana Lafayette,Louisiana Monroe,51.5,6.5,O,y,n,-290,667.0243902439024,Louisiana Lafayette_Louisiana Monroe,2014-11-15_Louisiana Lafayette_Louisiana Monroe,y
5205,5270,home,away,2014-11-15,14,41,Rice,Marshall,66.0,21.0,U,y,n,-855.2,620,Marshall_Rice,2014-11-15_Marshall_Rice,y
5215,5280,away,home,2014-11-15,37,15,Michigan State,Maryland,58.0,10.5,U,y,n,-405,210,Maryland_Michigan State,2014-11-15_Maryland_Michigan State,y
5210,5275,away,home,2014-11-15,38,7,Memphis,Tulane,49.0,8.5,U,y,n,-370.22222222222223,1141.0740740740741,Memphis_Tulane,2014-11-15_Memphis_Tulane,y
5180,5245,away,home,2014-11-15,31,24,Ohio State,Minnesota,56.5,11.5,U,y,n,-495.29411764705884,393.0,Minnesota_Ohio State,2014-11-15_Minnesota_Ohio State,n
5209,5274,home,away,2014-11-15,34,27,Missouri,Texas A&M,55.5,3.5,O,y,n,-310,155,Missouri_Texas A&M,2014-11-15_Missouri_Texas A&M,n
5184,5249,home,away,2014-11-15,24,59,Nebraska,Wisconsin,55.5,5.5,O,y,n,-404.5111111111111,991.0444444444445,Nebraska_Wisconsin,2014-11-15_Nebraska_Wisconsin,y
5196,5261,home,away,2014-11-15,21,28,New Mexico,Utah State,53.0,20.0,U,y,n,-887.578947368421,627.2631578947369,New Mexico_Utah State,2014-11-15_New Mexico_Utah State,n
5178,5243,home,away,2014-11-15,35,40,Pittsburgh,North Carolina,67.5,2.5,O,y,n,-378.39325842696627,412.0,North Carolina_Pittsburgh,2014-11-15_North Carolina_Pittsburgh,y
5216,5281,home,away,2014-11-15,17,35,North Texas,UTEP,47.5,6.5,O,y,n,-398.2073170731707,667.0243902439024,North Texas_UTEP,2014-11-15_North Texas_UTEP,y
5206,5271,home,away,2014-11-15,43,40,Northwestern,Notre Dame,54.0,17.0,O,y,n,-620.0,635.2702702702703,Northwestern_Notre Dame,2014-11-15_Northwestern_Notre Dame,n
5214,5279,away,home,2014-11-15,28,7,Texas,Oklahoma State,46.5,1.5,U,y,n,-323.8360655737705,588.6229508196722,Oklahoma State_Texas,2014-11-15_Oklahoma State_Texas,y
5198,5263,away,home,2014-11-15,42,30,Oklahoma,Texas Tech,65.0,14.0,O,eq,eq,-480.8358208955224,508.25373134328356,Oklahoma_Texas Tech,2014-11-15_Oklahoma_Texas Tech,n
5179,5244,home,away,2014-11-15,13,30,Temple,Penn State,40.0,11.0,O,y,n,-525,360,Penn State_Temple,2014-11-15_Penn State_Temple,y
5191,5256,home,away,2014-11-15,20,24,Texas State,South Alabama,50.5,5.5,U,y,n,-6400,200,South Alabama_Texas State,2014-11-15_South Alabama_Texas State,n
5195,5260,home,away,2014-11-15,20,17,Utah,Stanford,41.0,10.0,U,y,n,-521.3134328358209,780,Stanford_Utah,2014-11-15_Stanford_Utah,n
5217,5282,home,away,2014-11-18,6,30,Massachusetts,Akron,47.0,9.0,U,y,n,-115,275,Akron_Massachusetts,2014-11-18_Akron_Massachusetts,y
5218,5283,none,none,2014-11-18,21,14,FCS,Ohio,52.0,0.0,U,y,n,-110.0,-110.0,FCS_Ohio,2014-11-18_FCS_Ohio,eq
5219,5284,home,away,2014-11-19,20,27,Bowling Green,Toledo,59.0,7.0,U,y,n,-470.5263157894737,125,Bowling Green_Toledo,2014-11-19_Bowling Green_Toledo,n
5092,5157,away,home,2014-11-01,23,6,Air Force,Army,54.0,3.0,U,y,n,-276.2142857142857,695.625,Air Force_Army,2014-11-1_Air Force_Army,y
5091,5156,home,away,2014-11-01,0,44,Georgia State,Appalachian State,62.0,11.5,U,y,n,-160,315,Appalachian State_Georgia State,2014-11-1_Appalachian State_Georgia State,y
5117,5182,home,away,2014-11-01,16,19,Utah,Arizona State,56.0,6.5,U,y,n,-160,200,Arizona State_Utah,2014-11-1_Arizona State_Utah,n
5115,5180,home,away,2014-11-01,7,17,Arizona,UCLA,70.5,6.5,U,y,n,-230,215,Arizona_UCLA,2014-11-1_Arizona_UCLA,y
5100,5165,home,away,2014-11-01,10,17,Arkansas,Mississippi State,56.0,10.0,U,y,n,-521.3134328358209,471.5074626865672,Arkansas_Mississippi State,2014-11-1_Arkansas_Mississippi State,n
5097,5162,home,away,2014-11-01,14,60,Kansas,Baylor,61.0,34.5,O,y,n,-260,10675,Baylor_Kansas,2014-11-1_Baylor_Kansas,y
5083,5148,home,away,2014-11-01,33,31,Boston College,Virginia Tech,40.0,2.5,O,y,n,-370,125,Boston College_Virginia Tech,2014-11-1_Boston College_Virginia Tech,n
5114,5179,home,away,2014-11-01,45,31,California,Oregon State,63.5,4.0,O,y,n,-252.21686746987953,446.71084337349396,California_Oregon State,2014-11-1_California_Oregon State,n
5093,5158,away,home,2014-11-01,38,7,Central Michigan,Eastern Michigan,48.0,13.5,U,y,n,-540,140,Central Michigan_Eastern Michigan,2014-11-1_Central Michigan_Eastern Michigan,y
5116,5181,away,home,2014-11-01,38,31,Colorado State,San Jose State,57.5,6.0,O,y,n,-524.776119402985,786.1044776119403,Colorado State_San Jose State,2014-11-1_Colorado State_San Jose State,y
5113,5178,away,home,2014-11-01,38,23,Washington,Colorado,54.5,3.0,O,y,n,-140,155,Colorado_Washington,2014-11-1_Colorado_Washington,y
5085,5150,away,home,2014-11-01,29,37,FCS,Connecticut,38.5,9.0,O,y,n,-435,422.86486486486484,Connecticut_FCS,2014-11-1_Connecticut_FCS,n
5088,5153,home,away,2014-11-01,51,48,Duke,Pittsburgh,52.5,3.0,O,y,n,-276.2142857142857,695.625,Duke_Pittsburgh,2014-11-1_Duke_Pittsburgh,n
5084,5149,away,home,2014-11-01,10,20,East Carolina,Temple,61.5,10.0,U,y,n,-521.3134328358209,471.5074626865672,East Carolina_Temple,2014-11-1_East Carolina_Temple,n
5087,5152,home,away,2014-11-01,24,17,FCS,Syracuse,53.5,3.0,U,y,n,-276.2142857142857,135,FCS_Syracuse,2014-11-1_FCS_Syracuse,n
