,index,full_date,spread,ou,ou_total,home,away,match_key,game_id,home_score,away_score,fav_side,dog_side,favorite_covered,spread_away_cover,spread_home_cover,ml_fav,ml_dog
1393,1400,2023-10-21,17.0,U,68.0,Oklahoma,UCF,Oklahoma_UCF,2023-10-21_Oklahoma_UCF,31,29,away,home,n,y,n,-620.0,635.2702702702703
1193,1199,2023-10-21,19.5,O,60.5,Oregon,Washington State,Oregon_Washington State,2023-10-21_Oregon_Washington State,38,24,home,away,n,y,n,-1123.9473684210527,1319.4736842105262
1219,1225,2023-10-21,2.5,U,45.0,Wake Forest,Pittsburgh,Pittsburgh_Wake Forest,2023-10-21_Pittsburgh_Wake Forest,21,17,home,away,y,n,y,-378.39325842696627,412.0
1266,1272,2023-10-21,4.0,U,65.0,San Jose State,Utah State,San Jose State_Utah State,2023-10-21_San Jose State_Utah State,42,21,home,away,y,n,y,-252.21686746987953,446.71084337349396
1415,1422,2023-10-21,17.0,U,51.5,Stanford,UCLA,Stanford_UCLA,2023-10-21_Stanford_UCLA,7,42,home,away,n,y,n,-620.0,635.2702702702703
1465,1472,2023-10-21,7.5,O,52.0,USC,Utah,USC_Utah,2023-10-21_USC_Utah,32,34,home,away,n,y,n,-367.5833333333333,977.5555555555555
795,798,2023-10-24,4.0,O,61.5,Western Kentucky,Liberty,Liberty_Western Kentucky,2023-10-24_Liberty_Western Kentucky,29,42,home,away,n,y,n,-252.21686746987953,446.71084337349396
787,790,2023-10-24,3.0,U,55.0,Louisiana Tech,New Mexico State,Louisiana Tech_New Mexico State,2023-10-24_Louisiana Tech_New Mexico State,24,27,home,away,n,y,n,-276.2142857142857,695.625
509,511,2023-10-25,9.0,O,48.0,FIU,Jacksonville State,FIU_Jacksonville State,2023-10-25_FIU_Jacksonville State,16,41,away,home,y,y,n,-311.2972972972973,422.86486486486484
580,582,2023-10-26,1.0,O,63.5,Georgia Southern,Georgia State,Georgia Southern_Georgia State,2023-10-26_Georgia Southern_Georgia State,44,27,home,away,y,n,y,-180.61666666666667,415.98333333333335
1317,1323,2023-10-26,2.5,O,47.5,Virginia Tech,Syracuse,Syracuse_Virginia Tech,2023-10-26_Syracuse_Virginia Tech,38,10,away,home,n,n,y,-378.39325842696627,412.0
492,494,2023-10-27,3.5,O,45.5,Charlotte,FAU,Charlotte_FAU,2023-10-27_Charlotte_FAU,16,38,home,away,n,y,n,-252.70491803278688,1557.639344262295
16,16,2023-10-28,14.5,U,46.5,Colorado State,Air Force,Air Force_Colorado State,2023-10-28_Air Force_Colorado State,13,30,home,away,n,y,n,-730.8421052631579,496.3421052631579
76,76,2023-10-28,16.0,O,55.5,Appalachian State,Southern Miss,Appalachian State_Southern Miss,2023-10-28_Appalachian State_Southern Miss,48,38,home,away,n,y,n,-586.3076923076923,832.8846153846154
115,115,2023-10-28,4.5,O,49.0,Arizona State,Washington State,Arizona State_Washington State,2023-10-28_Arizona State_Washington State,38,27,away,home,n,n,y,-309.2950819672131,392.8196721311475
94,94,2023-10-28,3.0,U,57.5,Arizona,Oregon State,Arizona_Oregon State,2023-10-28_Arizona_Oregon State,27,24,away,home,n,y,n,-276.2142857142857,695.625
835,839,2023-10-28,1.0,O,55.0,Louisiana Monroe,Arkansas State,Arkansas State_Louisiana Monroe,2023-10-28_Arkansas State_Louisiana Monroe,24,34,home,away,n,y,n,-180.61666666666667,415.98333333333335
164,164,2023-10-28,10.0,U,49.5,Army,Massachusetts,Army_Massachusetts,2023-10-28_Army_Massachusetts,14,21,home,away,n,y,n,-521.3134328358209,471.5074626865672
179,179,2023-10-28,6.5,E,40.0,Auburn,Mississippi State,Auburn_Mississippi State,2023-10-28_Auburn_Mississippi State,27,13,home,away,y,n,y,-398.2073170731707,667.0243902439024
305,307,2023-10-28,20.5,U,49.5,Texas,BYU,BYU_Texas,2023-10-28_BYU_Texas,35,6,away,home,n,n,y,-999.9047619047619,786.952380952381
214,215,2023-10-28,3.0,O,47.0,Baylor,Iowa State,Baylor_Iowa State,2023-10-28_Baylor_Iowa State,18,30,away,home,y,y,n,-276.2142857142857,695.625
234,235,2023-10-28,4.5,U,48.5,Boise State,Wyoming,Boise State_Wyoming,2023-10-28_Boise State_Wyoming,32,7,home,away,y,n,y,-309.2950819672131,392.8196721311475
254,255,2023-10-28,14.5,U,49.0,Boston College,Connecticut,Boston College_Connecticut,2023-10-28_Boston College_Connecticut,21,14,home,away,n,y,n,-730.8421052631579,496.3421052631579
1466,1473,2023-10-28,10.0,O,67.5,California,USC,California_USC,2023-10-28_California_USC,49,50,home,away,n,y,n,-521.3134328358209,471.5074626865672
366,368,2023-10-28,7.5,O,53.0,Oklahoma State,Cincinnati,Cincinnati_Oklahoma State,2023-10-28_Cincinnati_Oklahoma State,45,13,away,home,n,n,y,-367.5833333333333,977.5555555555555
1044,1049,2023-10-28,10.0,U,44.0,NC State,Clemson,Clemson_NC State,2023-10-28_Clemson_NC State,24,17,away,home,n,y,n,-521.3134328358209,471.5074626865672
401,403,2023-10-28,3.5,U,47.0,Coastal Carolina,Marshall,Coastal Carolina_Marshall,2023-10-28_Coastal Carolina_Marshall,34,6,away,home,n,n,y,-252.70491803278688,1557.639344262295
1416,1423,2023-10-28,14.0,U,60.0,UCLA,Colorado,Colorado_UCLA,2023-10-28_Colorado_UCLA,28,16,home,away,n,y,n,-480.8358208955224,508.25373134328356
447,449,2023-10-28,5.0,U,47.0,Louisville,Duke,Duke_Louisville,2023-10-28_Duke_Louisville,23,0,away,home,n,n,y,-398.10526315789474,415.05263157894734
1525,1532,2023-10-28,18.5,O,48.0,UTSA,East Carolina,East Carolina_UTSA,2023-10-28_East Carolina_UTSA,41,27,home,away,n,y,n,-645.2941176470588,748.2352941176471
465,467,2023-10-28,3.0,O,49.5,Eastern Michigan,Western Michigan,Eastern Michigan_Western Michigan,2023-10-28_Eastern Michigan_Western Michigan,21,45,away,home,y,y,n,-276.2142857142857,695.625
536,538,2023-10-28,21.0,O,53.0,Wake Forest,Florida State,Florida State_Wake Forest,2023-10-28_Florida State_Wake Forest,16,41,home,away,n,y,n,-855.2,704.6285714285714
526,528,2023-10-28,14.0,O,50.0,Florida,Georgia,Florida_Georgia,2023-10-28_Florida_Georgia,20,43,away,home,y,y,n,-480.8358208955224,508.25373134328356
1440,1447,2023-10-28,10.5,U,56.0,Fresno State,UNLV,Fresno State_UNLV,2023-10-28_Fresno State_UNLV,31,24,away,home,n,y,n,-421.2708333333333,438.6041666666667
606,608,2023-10-28,12.0,O,65.5,Georgia Tech,North Carolina,Georgia Tech_North Carolina,2023-10-28_Georgia Tech_North Carolina,46,42,away,home,n,y,n,-411.86206896551727,430.82758620689657
633,635,2023-10-28,17.5,U,60.5,Kansas State,Houston,Houston_Kansas State,2023-10-28_Houston_Kansas State,41,0,away,home,n,n,y,-678.28125,564.25
671,673,2023-10-28,31.0,O,45.0,Penn State,Indiana,Indiana_Penn State,2023-10-28_Indiana_Penn State,33,24,away,home,n,y,n,-237.5,2932.5
736,738,2023-10-28,19.5,O,48.0,James Madison,Old Dominion,James Madison_Old Dominion,2023-10-28_James Madison_Old Dominion,30,27,home,away,n,y,n,-1123.9473684210527,1319.4736842105262
743,745,2023-10-28,7.5,O,66.5,Kansas,Oklahoma,Kansas_Oklahoma,2023-10-28_Kansas_Oklahoma,38,33,away,home,n,y,n,-367.5833333333333,977.5555555555555
775,778,2023-10-28,4.0,O,50.0,Kentucky,Tennessee,Kentucky_Tennessee,2023-10-28_Kentucky_Tennessee,27,33,away,home,y,y,n,-252.21686746987953,446.71084337349396
816,819,2023-10-28,11.5,U,55.0,South Alabama,Louisiana Lafayette,Louisiana Lafayette_South Alabama,2023-10-28_Louisiana Lafayette_South Alabama,20,33,away,home,y,y,n,-495.29411764705884,393.0
886,890,2023-10-28,14.5,O,48.5,Northwestern,Maryland,Maryland_Northwestern,2023-10-28_Maryland_Northwestern,33,27,home,away,n,y,n,-730.8421052631579,496.3421052631579
910,915,2023-10-28,6.5,O,69.0,North Texas,Memphis,Memphis_North Texas,2023-10-28_Memphis_North Texas,42,45,home,away,n,y,n,-398.2073170731707,667.0243902439024
928,933,2023-10-28,18.5,O,48.0,Miami FL,Virginia,Miami FL_Virginia,2023-10-28_Miami FL_Virginia,29,26,home,away,n,y,n,-645.2941176470588,748.2352941176471
953,958,2023-10-28,7.5,O,39.0,Ohio,Miami OH,Miami OH_Ohio,2023-10-28_Miami OH_Ohio,16,30,away,home,y,y,n,-367.5833333333333,977.5555555555555
980,985,2023-10-28,6.5,U,41.0,Minnesota,Michigan State,Michigan State_Minnesota,2023-10-28_Michigan State_Minnesota,27,12,away,home,n,n,y,-398.2073170731707,667.0243902439024
1055,1060,2023-10-28,1.5,O,39.5,Nebraska,Purdue,Nebraska_Purdue,2023-10-28_Nebraska_Purdue,31,14,away,home,n,n,y,-323.8360655737705,588.6229508196722
1062,1067,2023-10-28,1.0,O,49.5,Nevada,New Mexico,Nevada_New Mexico,2023-10-28_Nevada_New Mexico,34,24,away,home,n,n,y,-180.61666666666667,415.98333333333335
1120,1125,2023-10-28,21.0,O,45.5,Notre Dame,Pittsburgh,Notre Dame_Pittsburgh,2023-10-28_Notre Dame_Pittsburgh,58,7,home,away,y,n,y,-855.2,704.6285714285714
1139,1144,2023-10-28,14.5,U,48.0,Wisconsin,Ohio State,Ohio State_Wisconsin,2023-10-28_Ohio State_Wisconsin,10,24,home,away,n,y,n,-730.8421052631579,496.3421052631579
1180,1186,2023-10-28,24.5,U,63.0,Ole Miss,Vanderbilt,Ole Miss_Vanderbilt,2023-10-28_Ole Miss_Vanderbilt,33,7,home,away,y,n,y,-1142.235294117647,1202.0588235294117
1194,1200,2023-10-28,6.5,U,47.5,Utah,Oregon,Oregon_Utah,2023-10-28_Oregon_Utah,6,35,home,away,n,y,n,-398.2073170731707,667.0243902439024
1230,1236,2023-10-28,10.0,O,55.0,Rice,Tulane,Rice_Tulane,2023-10-28_Rice_Tulane,28,30,away,home,n,n,y,-521.3134328358209,471.5074626865672
1283,1289,2023-10-28,20.5,O,55.0,SMU,Tulsa,SMU_Tulsa,2023-10-28_SMU_Tulsa,69,10,home,away,y,n,y,-999.9047619047619,786.952380952381
1301,1307,2023-10-28,17.0,U,51.5,Texas A&M,South Carolina,South Carolina_Texas A&M,2023-10-28_South Carolina_Texas A&M,30,17,away,home,n,y,n,-620.0,635.2702702702703
1311,1317,2023-10-28,27.5,O,62.0,Stanford,Washington,Stanford_Washington,2023-10-28_Stanford_Washington,33,42,away,home,n,n,y,-3594.4117647058824,1418.1176470588234
1353,1359,2023-10-28,6.5,U,53.0,Texas State,Troy,Texas State_Troy,2023-10-28_Texas State_Troy,13,31,away,home,y,y,n,-398.2073170731707,667.0243902439024
1394,1401,2023-10-28,6.5,O,59.0,UCF,West Virginia,UCF_West Virginia,2023-10-28_UCF_West Virginia,28,41,home,away,n,y,n,-398.2073170731707,667.0243902439024
620,622,2023-10-29,10.5,U,57.5,Hawaii,San Jose State,Hawaii_San Jose State,2023-10-29_Hawaii_San Jose State,0,35,away,home,y,y,n,-421.2708333333333,438.6041666666667
288,290,2023-10-31,14.5,U,47.0,Toledo,Buffalo,Buffalo_Toledo,2023-10-31_Buffalo_Toledo,31,13,away,home,n,n,y,-730.8421052631579,496.3421052631579
336,338,2023-10-31,6.5,O,48.0,Central Michigan,Northern Illinois,Central Michigan_Northern Illinois,2023-10-31_Central Michigan_Northern Illinois,37,31,away,home,n,y,n,-398.2073170731707,667.0243902439024
39,39,2023-11-01,4.0,O,39.5,Akron,Kent State,Akron_Kent State,2023-11-01_Akron_Kent State,31,27,home,away,n,y,n,-252.21686746987953,446.71084337349396
198,199,2023-11-01,5.0,O,40.0,Bowling Green,Ball State,Ball State_Bowling Green,2023-11-01_Ball State_Bowling Green,24,21,away,home,n,y,n,-398.10526315789474,415.05263157894734
448,450,2023-11-02,6.5,O,41.0,Duke,Wake Forest,Duke_Wake Forest,2023-11-02_Duke_Wake Forest,24,21,home,away,n,y,n,-398.2073170731707,667.0243902439024
1296,1302,2023-11-02,7.0,U,43.5,Troy,South Alabama,South Alabama_Troy,2023-11-02_South Alabama_Troy,28,10,away,home,n,n,y,-470.5263157894737,1887.4812030075188
1333,1339,2023-11-02,2.5,O,59.0,Texas Tech,TCU,TCU_Texas Tech,2023-11-02_TCU_Texas Tech,35,28,away,home,n,n,y,-378.39325842696627,412.0
255,256,2023-11-03,1.0,U,47.5,Syracuse,Boston College,Boston College_Syracuse,2023-11-03_Boston College_Syracuse,10,17,home,away,n,y,n,-180.61666666666667,415.98333333333335
431,433,2023-11-03,6.0,U,44.0,Wyoming,Colorado State,Colorado State_Wyoming,2023-11-03_Colorado State_Wyoming,24,15,away,home,n,n,y,-524.776119402985,786.1044776119403
17,17,2023-11-04,18.5,U,32.5,Air Force,Army,Air Force_Army,2023-11-04_Air Force_Army,3,23,home,away,n,y,n,-645.2941176470588,748.2352941176471
862,866,2023-11-04,3.0,O,61.0,Alabama,LSU,Alabama_LSU,2023-11-04_Alabama_LSU,42,28,away,home,n,n,y,-276.2142857142857,695.625
77,77,2023-11-04,3.0,U,57.5,Appalachian State,Marshall,Appalachian State_Marshall,2023-11-04_Appalachian State_Marshall,31,9,home,away,y,n,y,-276.2142857142857,695.625
116,116,2023-11-04,10.0,O,39.0,Utah,Arizona State,Arizona State_Utah,2023-11-04_Arizona State_Utah,55,3,away,home,n,n,y,-521.3134328358209,471.5074626865672
1417,1424,2023-11-04,2.5,U,49.0,Arizona,UCLA,Arizona_UCLA,2023-11-04_Arizona_UCLA,27,10,home,away,y,n,y,-378.39325842696627,412.0
817,820,2023-11-04,7.0,U,60.0,Arkansas State,Louisiana Lafayette,Arkansas State_Louisiana Lafayette,2023-11-04_Arkansas State_Louisiana Lafayette,37,17,home,away,y,n,y,-470.5263157894737,1887.4812030075188
130,130,2023-11-04,3.0,O,49.0,Florida,Arkansas,Arkansas_Florida,2023-11-04_Arkansas_Florida,36,39,away,home,n,n,y,-276.2142857142857,695.625
180,180,2023-11-04,12.5,U,49.5,Vanderbilt,Auburn,Auburn_Vanderbilt,2023-11-04_Auburn_Vanderbilt,15,31,home,away,n,y,n,-628.1851851851852,429.48148148148147
306,308,2023-11-04,12.5,U,48.5,West Virginia,BYU,BYU_West Virginia,2023-11-04_BYU_West Virginia,37,7,away,home,n,n,y,-628.1851851851852,429.48148148148147
215,216,2023-11-04,2.0,U,58.5,Baylor,Houston,Baylor_Houston,2023-11-04_Baylor_Houston,24,25,home,away,n,y,n,-474.98,1152.84
235,236,2023-11-04,2.5,O,54.0,Fresno State,Boise State,Boise State_Fresno State,2023-11-04_Boise State_Fresno State,37,30,away,home,n,n,y,-378.39325842696627,412.0
321,323,2023-11-04,26.5,O,61.5,Oregon,California,California_Oregon,2023-11-04_California_Oregon,63,19,away,home,n,n,y,-1588.5555555555557,1173.111111111111
353,355,2023-11-04,4.0,O,48.0,Tulsa,Charlotte,Charlotte_Tulsa,2023-11-04_Charlotte_Tulsa,26,33,away,home,y,y,n,-252.21686746987953,446.71084337349396
1395,1402,2023-11-04,3.5,U,60.0,Cincinnati,UCF,Cincinnati_UCF,2023-11-04_Cincinnati_UCF,26,28,home,away,n,y,n,-252.70491803278688,1557.639344262295
384,386,2023-11-04,3.5,O,43.5,Clemson,Notre Dame,Clemson_Notre Dame,2023-11-04_Clemson_Notre Dame,31,23,away,home,n,n,y,-252.70491803278688,1557.639344262295
402,404,2023-11-04,1.0,O,51.5,Old Dominion,Coastal Carolina,Coastal Carolina_Old Dominion,2023-11-04_Coastal Carolina_Old Dominion,24,28,away,home,y,y,n,-180.61666666666667,415.98333333333335
417,419,2023-11-04,13.0,U,60.0,Colorado,Oregon State,Colorado_Oregon State,2023-11-04_Colorado_Oregon State,19,26,away,home,n,n,y,-462.03125,577.53125
1345,1351,2023-11-04,35.0,O,55.0,Tennessee,Connecticut,Connecticut_Tennessee,2023-11-04_Connecticut_Tennessee,59,3,home,away,y,n,y,-1167.1666666666667,6666.666666666667
477,479,2023-11-04,17.0,U,44.5,East Carolina,Tulane,East Carolina_Tulane,2023-11-04_East Carolina_Tulane,10,13,away,home,n,n,y,-620.0,635.2702702702703
537,539,2023-11-04,20.5,U,49.5,Pittsburgh,Florida State,Florida State_Pittsburgh,2023-11-04_Florida State_Pittsburgh,7,24,home,away,n,y,n,-999.9047619047619,786.952380952381
581,583,2023-11-04,2.5,E,69.0,Texas State,Georgia Southern,Georgia Southern_Texas State,2023-11-04_Georgia Southern_Texas State,45,24,away,home,n,n,y,-378.39325842696627,412.0
595,597,2023-11-04,6.0,O,52.0,Georgia State,James Madison,Georgia State_James Madison,2023-11-04_Georgia State_James Madison,14,42,away,home,y,y,n,-524.776119402985,786.1044776119403
607,609,2023-11-04,1.0,O,56.5,Virginia,Georgia Tech,Georgia Tech_Virginia,2023-11-04_Georgia Tech_Virginia,17,45,away,home,y,y,n,-180.61666666666667,415.98333333333335
568,570,2023-11-04,14.0,U,55.0,Georgia,Missouri,Georgia_Missouri,2023-11-04_Georgia_Missouri,30,21,home,away,n,y,n,-480.8358208955224,508.25373134328356
621,623,2023-11-04,3.5,U,50.0,Nevada,Hawaii,Hawaii_Nevada,2023-11-04_Hawaii_Nevada,14,27,away,home,y,y,n,-252.70491803278688,1557.639344262295
653,655,2023-11-04,2.5,O,44.0,Minnesota,Illinois,Illinois_Minnesota,2023-11-04_Illinois_Minnesota,26,27,away,home,n,n,y,-378.39325842696627,412.0
672,674,2023-11-04,7.5,U,44.5,Indiana,Wisconsin,Indiana_Wisconsin,2023-11-04_Indiana_Wisconsin,20,14,away,home,n,y,n,-367.5833333333333,977.5555555555555
707,709,2023-11-04,2.5,U,54.0,Iowa State,Kansas,Iowa State_Kansas,2023-11-04_Iowa State_Kansas,21,28,home,away,n,y,n,-378.39325842696627,412.0
694,696,2023-11-04,5.0,U,31.5,Northwestern,Iowa,Iowa_Northwestern,2023-11-04_Iowa_Northwestern,7,10,home,away,n,y,n,-398.10526315789474,415.05263157894734
723,725,2023-11-04,14.0,O,55.0,South Carolina,Jacksonville State,Jacksonville State_South Carolina,2023-11-04_Jacksonville State_South Carolina,38,28,away,home,n,y,n,-480.8358208955224,508.25373134328356
754,756,2023-11-04,3.5,O,50.0,Texas,Kansas State,Kansas State_Texas,2023-11-04_Kansas State_Texas,33,30,away,home,n,y,n,-252.70491803278688,1557.639344262295
1253,1259,2023-11-04,16.0,O,42.5,Sam Houston,Kennesaw State,Kennesaw State_Sam Houston,2023-11-04_Kennesaw State_Sam Houston,24,21,home,away,n,y,n,-586.3076923076923,832.8846153846154
776,779,2023-11-04,5.5,U,44.5,Mississippi State,Kentucky,Kentucky_Mississippi State,2023-11-04_Kentucky_Mississippi State,3,24,home,away,n,y,n,-404.5111111111111,991.0444444444445
788,791,2023-11-04,14.0,O,59.0,Liberty,Louisiana Tech,Liberty_Louisiana Tech,2023-11-04_Liberty_Louisiana Tech,56,30,away,home,n,n,y,-480.8358208955224,508.25373134328356
836,840,2023-11-04,3.0,U,55.5,Southern Miss,Louisiana Monroe,Louisiana Monroe_Southern Miss,2023-11-04_Louisiana Monroe_Southern Miss,24,7,away,home,n,n,y,-276.2142857142857,695.625
845,849,2023-11-04,9.0,U,46.5,Louisville,Virginia Tech,Louisville_Virginia Tech,2023-11-04_Louisville_Virginia Tech,34,3,home,away,y,n,y,-311.2972972972973,422.86486486486484
887,891,2023-11-04,7.5,O,49.5,Maryland,Penn State,Maryland_Penn State,2023-11-04_Maryland_Penn State,15,51,away,home,y,y,n,-367.5833333333333,977.5555555555555
1484,1491,2023-11-04,12.5,O,68.0,Memphis,USF,Memphis_USF,2023-11-04_Memphis_USF,59,50,away,home,n,y,n,-628.1851851851852,429.48148148148147
981,986,2023-11-04,3.0,O,35.0,Michigan State,Nebraska,Michigan State_Nebraska,2023-11-04_Michigan State_Nebraska,20,17,away,home,n,y,n,-276.2142857142857,695.625
970,975,2023-11-04,31.0,O,53.5,Michigan,Purdue,Michigan_Purdue,2023-11-04_Michigan_Purdue,41,13,home,away,n,y,n,-237.5,2932.5
988,993,2023-11-04,3.0,U,55.5,New Mexico State,Middle Tennessee,Middle Tennessee_New Mexico State,2023-11-04_Middle Tennessee_New Mexico State,13,7,away,home,n,n,y,-276.2142857142857,695.625
1025,1030,2023-11-04,6.5,O,46.0,Temple,Navy,Navy_Temple,2023-11-04_Navy_Temple,32,18,home,away,y,n,y,-398.2073170731707,667.0243902439024
1441,1448,2023-11-04,15.0,O,58.0,New Mexico,UNLV,New Mexico_UNLV,2023-11-04_New Mexico_UNLV,14,56,home,away,n,y,n,-540.32,502.0
1526,1533,2023-11-04,8.0,U,70.0,North Texas,UTSA,North Texas_UTSA,2023-11-04_North Texas_UTSA,29,37,home,away,n,y,n,-434.64102564102564,358.0
1140,1145,2023-11-04,19.0,O,44.0,Rutgers,Ohio State,Ohio State_Rutgers,2023-11-04_Ohio State_Rutgers,16,35,home,away,n,y,n,-725.7692307692307,1304.5384615384614
1148,1153,2023-11-04,6.0,U,62.5,Oklahoma State,Oklahoma,Oklahoma_Oklahoma State,2023-11-04_Oklahoma_Oklahoma State,27,24,home,away,n,y,n,-524.776119402985,786.1044776119403
1181,1187,2023-11-04,3.0,O,51.5,Ole Miss,Texas A&M,Ole Miss_Texas A&M,2023-11-04_Ole Miss_Texas A&M,38,35,home,away,n,y,n,-276.2142857142857,695.625
1284,1290,2023-11-04,13.0,O,59.0,Rice,SMU,Rice_SMU,2023-11-04_Rice_SMU,31,36,home,away,n,y,n,-462.03125,577.53125
1260,1266,2023-11-04,2.5,E,56.0,San Diego State,Utah State,San Diego State_Utah State,2023-11-04_San Diego State_Utah State,24,32,away,home,y,y,n,-378.39325842696627,412.0
1312,1318,2023-11-04,14.0,U,58.0,Washington State,Stanford,Stanford_Washington State,2023-11-04_Stanford_Washington State,7,10,away,home,n,n,y,-480.8358208955224,508.25373134328356
1467,1474,2023-11-04,3.0,O,76.0,USC,Washington,USC_Washington,2023-11-04_USC_Washington,42,52,away,home,y,y,n,-276.2142857142857,695.625
1506,1513,2023-11-04,9.5,U,54.0,UTEP,Western Kentucky,UTEP_Western Kentucky,2023-11-04_UTEP_Western Kentucky,13,21,away,home,n,n,y,-378.86538461538464,437.7307692307692
199,200,2023-11-07,9.0,U,43.5,Northern Illinois,Ball State,Ball State_Northern Illinois,2023-11-07_Ball State_Northern Illinois,17,20,away,home,n,n,y,-311.2972972972973,422.86486486486484
289,291,2023-11-07,9.0,U,45.0,Buffalo,Ohio,Buffalo_Ohio,2023-11-07_Buffalo_Ohio,10,20,away,home,y,y,n,-311.2972972972973,422.86486486486484
337,339,2023-11-07,3.0,O,58.0,Western Michigan,Central Michigan,Central Michigan_Western Michigan,2023-11-07_Central Michigan_Western Michigan,38,28,away,home,n,n,y,-276.2142857142857,695.625
954,959,2023-11-08,17.0,U,37.5,Miami OH,Akron,Akron_Miami OH,2023-11-08_Akron_Miami OH,19,0,home,away,y,n,y,-620.0,635.2702702702703
270,272,2023-11-08,11.0,O,41.5,Kent State,Bowling Green,Bowling Green_Kent State,2023-11-08_Bowling Green_Kent State,19,49,home,away,n,y,n,-377.4,748.5
466,468,2023-11-08,20.0,O,45.0,Toledo,Eastern Michigan,Eastern Michigan_Toledo,2023-11-08_Eastern Michigan_Toledo,49,23,away,home,n,n,y,-887.578947368421,627.2631578947369
818,821,2023-11-09,7.5,O,52.5,Louisiana Lafayette,Southern Miss,Louisiana Lafayette_Southern Miss,2023-11-09_Louisiana Lafayette_Southern Miss,31,34,home,away,n,y,n,-367.5833333333333,977.5555555555555
846,850,2023-11-09,20.0,O,50.0,Louisville,Virginia,Louisville_Virginia,2023-11-09_Louisville_Virginia,31,24,home,away,n,y,n,-887.578947368421,627.2631578947369
1285,1291,2023-11-10,21.0,U,67.0,SMU,North Texas,North Texas_SMU,2023-11-10_North Texas_SMU,45,21,home,away,y,n,y,-855.2,704.6285714285714
1442,1449,2023-11-10,3.0,U,48.5,UNLV,Wyoming,UNLV_Wyoming,2023-11-10_UNLV_Wyoming,34,14,home,away,y,n,y,-276.2142857142857,695.625
18,18,2023-11-11,20.0,U,46.5,Hawaii,Air Force,Air Force_Hawaii,2023-11-11_Air Force_Hawaii,27,13,home,away,n,y,n,-887.578947368421,627.2631578947369
58,58,2023-11-11,10.5,O,47.0,Kentucky,Alabama,Alabama_Kentucky,2023-11-11_Alabama_Kentucky,21,49,home,away,n,y,n,-421.2708333333333,438.6041666666667
78,78,2023-11-11,3.0,U,62.5,Georgia State,Appalachian State,Appalachian State_Georgia State,2023-11-11_Appalachian State_Georgia State,14,42,away,home,y,y,n,-276.2142857142857,695.625
1418,1425,2023-11-11,14.0,U,45.0,UCLA,Arizona State,Arizona State_UCLA,2023-11-11_Arizona State_UCLA,7,17,home,away,n,y,n,-480.8358208955224,508.25373134328356
95,95,2023-11-11,8.0,O,55.5,Colorado,Arizona,Arizona_Colorado,2023-11-11_Arizona_Colorado,31,34,home,away,n,y,n,-434.64102564102564,358.0
149,149,2023-11-11,15.0,U,55.0,South Alabama,Arkansas State,Arkansas State_South Alabama,2023-11-11_Arkansas State_South Alabama,21,14,away,home,n,y,n,-540.32,502.0
131,131,2023-11-11,2.5,O,47.0,Arkansas,Auburn,Arkansas_Auburn,2023-11-11_Arkansas_Auburn,10,48,home,away,n,y,n,-378.39325842696627,412.0
307,309,2023-11-11,7.5,O,41.5,BYU,Iowa State,BYU_Iowa State,2023-11-11_BYU_Iowa State,13,45,away,home,y,y,n,-367.5833333333333,977.5555555555555
216,217,2023-11-11,21.0,O,55.0,Kansas State,Baylor,Baylor_Kansas State,2023-11-11_Baylor_Kansas State,59,25,away,home,n,n,y,-855.2,704.6285714285714
236,237,2023-11-11,27.5,U,59.5,Boise State,New Mexico,Boise State_New Mexico,2023-11-11_Boise State_New Mexico,42,14,home,away,y,n,y,-3594.4117647058824,1418.1176470588234
256,257,2023-11-11,2.5,O,48.0,Boston College,Virginia Tech,Boston College_Virginia Tech,2023-11-11_Boston College_Virginia Tech,22,48,away,home,y,y,n,-378.39325842696627,412.0
322,324,2023-11-11,2.0,O,60.0,California,Washington State,California_Washington State,2023-11-11_California_Washington State,42,39,home,away,y,n,y,-474.98,1152.84
354,356,2023-11-11,10.0,O,51.5,Charlotte,Memphis,Charlotte_Memphis,2023-11-11_Charlotte_Memphis,38,44,away,home,n,n,y,-521.3134328358209,471.5074626865672
367,369,2023-11-11,3.0,U,53.5,Houston,Cincinnati,Cincinnati_Houston,2023-11-11_Cincinnati_Houston,14,24,away,home,y,y,n,-276.2142857142857,695.625
385,387,2023-11-11,14.5,O,54.5,Clemson,Georgia Tech,Clemson_Georgia Tech,2023-11-11_Clemson_Georgia Tech,42,21,home,away,y,n,y,-730.8421052631579,496.3421052631579
403,405,2023-11-11,2.5,U,55.0,Coastal Carolina,Texas State,Coastal Carolina_Texas State,2023-11-11_Coastal Carolina_Texas State,31,23,away,home,n,n,y,-378.39325842696627,412.0
432,434,2023-11-11,3.5,U,47.0,Colorado State,San Diego State,Colorado State_San Diego State,2023-11-11_Colorado State_San Diego State,22,19,home,away,n,y,n,-252.70491803278688,1557.639344262295
737,739,2023-11-11,25.5,O,48.5,James Madison,Connecticut,Connecticut_James Madison,2023-11-11_Connecticut_James Madison,44,6,home,away,y,n,y,-1662.0,888.2
449,451,2023-11-11,10.0,O,53.5,North Carolina,Duke,Duke_North Carolina,2023-11-11_Duke_North Carolina,47,45,away,home,n,y,n,-521.3134328358209,471.5074626865672
493,495,2023-11-11,7.5,U,44.5,FAU,East Carolina,East Carolina_FAU,2023-11-11_East Carolina_FAU,7,22,home,away,n,y,n,-367.5833333333333,977.5555555555555
