,index,full_date,spread,ou,ou_total,home,away,match_key,game_id,home_score,away_score,fav_side,dog_side,favorite_covered,spread_away_cover,spread_home_cover,ml_fav,ml_dog
510,512,2023-11-11,10.5,U,52.0,Middle Tennessee,FIU,FIU_Middle Tennessee,2023-11-11_FIU_Middle Tennessee,40,6,away,home,n,n,y,-421.2708333333333,438.6041666666667
929,934,2023-11-11,14.5,U,50.0,Florida State,Miami FL,Florida State_Miami FL,2023-11-11_Florida State_Miami FL,27,20,away,home,n,y,n,-730.8421052631579,496.3421052631579
863,867,2023-11-11,16.5,O,68.0,LSU,Florida,Florida_LSU,2023-11-11_Florida_LSU,52,35,home,away,y,n,y,-1718.775,539.65
553,555,2023-11-11,2.0,O,52.0,San Jose State,Fresno State,Fresno State_San Jose State,2023-11-11_Fresno State_San Jose State,42,18,away,home,n,n,y,-474.98,1152.84
582,584,2023-11-11,1.5,O,56.5,Marshall,Georgia Southern,Georgia Southern_Marshall,2023-11-11_Georgia Southern_Marshall,38,33,home,away,y,n,y,-323.8360655737705,588.6229508196722
1182,1188,2023-11-11,11.5,O,58.5,Georgia,Ole Miss,Georgia_Ole Miss,2023-11-11_Georgia_Ole Miss,52,17,away,home,n,n,y,-495.29411764705884,393.0
654,656,2023-11-11,4.5,O,44.0,Illinois,Indiana,Illinois_Indiana,2023-11-11_Illinois_Indiana,48,45,home,away,n,y,n,-309.2950819672131,392.8196721311475
695,697,2023-11-11,1.5,U,27.5,Iowa,Rutgers,Iowa_Rutgers,2023-11-11_Iowa_Rutgers,22,0,home,away,y,n,y,-323.8360655737705,588.6229508196722
744,746,2023-11-11,3.5,U,63.0,Kansas,Texas Tech,Kansas_Texas Tech,2023-11-11_Kansas_Texas Tech,13,16,home,away,n,y,n,-252.70491803278688,1557.639344262295
796,799,2023-11-11,14.0,U,60.0,Liberty,Old Dominion,Liberty_Old Dominion,2023-11-11_Liberty_Old Dominion,38,10,home,away,y,n,y,-480.8358208955224,508.25373134328356
837,841,2023-11-11,21.5,O,45.5,Louisiana Monroe,Troy,Louisiana Monroe_Troy,2023-11-11_Louisiana Monroe_Troy,14,45,away,home,y,y,n,-1153.3333333333333,1057.8
1254,1260,2023-11-11,7.5,O,49.0,Louisiana Tech,Sam Houston,Louisiana Tech_Sam Houston,2023-11-11_Louisiana Tech_Sam Houston,27,42,away,home,y,y,n,-367.5833333333333,977.5555555555555
888,892,2023-11-11,2.0,U,42.5,Nebraska,Maryland,Maryland_Nebraska,2023-11-11_Maryland_Nebraska,10,13,home,away,n,y,n,-474.98,1152.84
982,987,2023-11-11,32.5,U,48.5,Ohio State,Michigan State,Michigan State_Ohio State,2023-11-11_Michigan State_Ohio State,38,3,away,home,n,n,y,-12038.333333333334,3200.3333333333335
971,976,2023-11-11,4.5,U,44.5,Penn State,Michigan,Michigan_Penn State,2023-11-11_Michigan_Penn State,15,24,home,away,n,y,n,-309.2950819672131,392.8196721311475
998,1003,2023-11-11,2.0,O,48.0,Purdue,Minnesota,Minnesota_Purdue,2023-11-11_Minnesota_Purdue,49,30,home,away,y,n,y,-474.98,1152.84
1008,1013,2023-11-11,16.5,O,40.5,Texas A&M,Mississippi State,Mississippi State_Texas A&M,2023-11-11_Mississippi State_Texas A&M,51,10,away,home,n,n,y,-1718.775,539.65
1016,1021,2023-11-11,2.0,U,59.0,Missouri,Tennessee,Missouri_Tennessee,2023-11-11_Missouri_Tennessee,36,7,away,home,n,n,y,-474.98,1152.84
1045,1050,2023-11-11,1.5,U,42.5,Wake Forest,NC State,NC State_Wake Forest,2023-11-11_NC State_Wake Forest,6,26,home,away,n,y,n,-323.8360655737705,588.6229508196722
1377,1384,2023-11-11,2.5,U,51.5,Navy,UAB,Navy_UAB,2023-11-11_Navy_UAB,31,6,home,away,y,n,y,-378.39325842696627,412.0
1063,1068,2023-11-11,14.5,O,54.5,Utah State,Nevada,Nevada_Utah State,2023-11-11_Nevada_Utah State,41,24,away,home,n,n,y,-730.8421052631579,496.3421052631579
1077,1082,2023-11-11,4.5,O,54.0,Western Kentucky,New Mexico State,New Mexico State_Western Kentucky,2023-11-11_New Mexico State_Western Kentucky,29,38,away,home,y,y,n,-309.2950819672131,392.8196721311475
1110,1115,2023-11-11,12.0,U,43.5,Wisconsin,Northwestern,Northwestern_Wisconsin,2023-11-11_Northwestern_Wisconsin,10,24,away,home,y,y,n,-411.86206896551727,430.82758620689657
1396,1403,2023-11-11,1.5,U,64.0,UCF,Oklahoma State,Oklahoma State_UCF,2023-11-11_Oklahoma State_UCF,45,3,away,home,n,n,y,-323.8360655737705,588.6229508196722
1149,1154,2023-11-11,13.0,O,60.0,Oklahoma,West Virginia,Oklahoma_West Virginia,2023-11-11_Oklahoma_West Virginia,59,20,home,away,y,n,y,-462.03125,577.53125
1205,1211,2023-11-11,21.5,O,51.5,Oregon State,Stanford,Oregon State_Stanford,2023-11-11_Oregon State_Stanford,62,17,home,away,y,n,y,-1153.3333333333333,1057.8
1468,1475,2023-11-11,16.5,U,78.0,Oregon,USC,Oregon_USC,2023-11-11_Oregon_USC,36,27,away,home,n,y,n,-1718.775,539.65
1220,1226,2023-11-11,3.5,O,38.0,Syracuse,Pittsburgh,Pittsburgh_Syracuse,2023-11-11_Pittsburgh_Syracuse,28,13,home,away,y,n,y,-252.70491803278688,1557.639344262295
1527,1534,2023-11-11,13.5,U,55.0,UTSA,Rice,Rice_UTSA,2023-11-11_Rice_UTSA,34,14,home,away,y,n,y,-448.22222222222223,1511.4888888888888
1302,1308,2023-11-11,13.5,U,54.0,South Carolina,Vanderbilt,South Carolina_Vanderbilt,2023-11-11_South Carolina_Vanderbilt,47,6,home,away,y,n,y,-448.22222222222223,1511.4888888888888
1334,1340,2023-11-11,13.0,U,56.0,TCU,Texas,TCU_Texas,2023-11-11_TCU_Texas,26,29,away,home,n,n,y,-462.03125,577.53125
1485,1492,2023-11-11,7.0,U,70.0,USF,Temple,Temple_USF,2023-11-11_Temple_USF,27,23,home,away,n,y,n,-470.5263157894737,1887.4812030075188
1362,1368,2023-11-11,25.0,U,53.0,Tulane,Tulsa,Tulane_Tulsa,2023-11-11_Tulane_Tulsa,24,22,home,away,n,y,n,-1559.4444444444443,1209.5555555555557
1489,1496,2023-11-11,9.0,O,49.0,Washington,Utah,Utah_Washington,2023-11-11_Utah_Washington,35,28,away,home,n,y,n,-311.2972972972973,422.86486486486484
40,40,2023-11-14,3.5,O,39.5,Eastern Michigan,Akron,Akron_Eastern Michigan,2023-11-14_Akron_Eastern Michigan,30,27,away,home,n,y,n,-252.70491803278688,1557.639344262295
271,273,2023-11-14,10.0,O,49.5,Bowling Green,Toledo,Bowling Green_Toledo,2023-11-14_Bowling Green_Toledo,31,32,away,home,n,n,y,-521.3134328358209,471.5074626865672
1084,1089,2023-11-14,4.5,U,56.5,Northern Illinois,Western Michigan,Northern Illinois_Western Michigan,2023-11-14_Northern Illinois_Western Michigan,24,0,home,away,y,n,y,-309.2950819672131,392.8196721311475
955,960,2023-11-15,7.5,U,37.5,Miami OH,Buffalo,Buffalo_Miami OH,2023-11-15_Buffalo_Miami OH,23,10,home,away,y,n,y,-367.5833333333333,977.5555555555555
338,340,2023-11-15,11.0,O,49.5,Ohio,Central Michigan,Central Michigan_Ohio,2023-11-15_Central Michigan_Ohio,34,20,away,home,n,n,y,-377.4,748.5
257,258,2023-11-16,2.5,U,46.5,Pittsburgh,Boston College,Boston College_Pittsburgh,2023-11-16_Boston College_Pittsburgh,24,16,away,home,n,n,y,-378.39325842696627,412.0
418,420,2023-11-17,4.0,O,59.0,Washington State,Colorado,Colorado_Washington State,2023-11-17_Colorado_Washington State,56,14,away,home,n,n,y,-252.21686746987953,446.71084337349396
1443,1450,2023-11-18,3.0,O,47.0,Air Force,UNLV,Air Force_UNLV,2023-11-18_Air Force_UNLV,27,31,away,home,y,y,n,-276.2142857142857,695.625
79,79,2023-11-18,10.0,U,56.5,James Madison,Appalachian State,Appalachian State_James Madison,2023-11-18_Appalachian State_James Madison,23,26,away,home,n,n,y,-521.3134328358209,471.5074626865672
117,117,2023-11-18,24.5,O,53.5,Arizona State,Oregon,Arizona State_Oregon,2023-11-18_Arizona State_Oregon,13,49,away,home,y,y,n,-1142.235294117647,1202.0588235294117
96,96,2023-11-18,2.5,O,47.0,Arizona,Utah,Arizona_Utah,2023-11-18_Arizona_Utah,42,18,home,away,y,n,y,-378.39325842696627,412.0
150,150,2023-11-18,3.0,O,59.5,Arkansas State,Texas State,Arkansas State_Texas State,2023-11-18_Arkansas State_Texas State,77,31,away,home,n,n,y,-276.2142857142857,695.625
511,513,2023-11-18,26.5,O,50.0,Arkansas,FIU,Arkansas_FIU,2023-11-18_Arkansas_FIU,44,20,away,home,n,y,n,-1588.5555555555557,1173.111111111111
165,165,2023-11-18,1.0,O,40.5,Army,Coastal Carolina,Army_Coastal Carolina,2023-11-18_Army_Coastal Carolina,28,21,away,home,n,n,y,-180.61666666666667,415.98333333333335
181,181,2023-11-18,25.0,U,48.0,Auburn,New Mexico State,Auburn_New Mexico State,2023-11-18_Auburn_New Mexico State,10,31,home,away,n,y,n,-1559.4444444444443,1209.5555555555557
308,310,2023-11-18,24.5,U,58.5,BYU,Oklahoma,BYU_Oklahoma,2023-11-18_BYU_Oklahoma,24,31,away,home,n,n,y,-1142.235294117647,1202.0588235294117
200,201,2023-11-18,11.0,U,42.5,Ball State,Kent State,Ball State_Kent State,2023-11-18_Ball State_Kent State,34,3,home,away,y,n,y,-377.4,748.5
1335,1341,2023-11-18,13.0,U,61.0,TCU,Baylor,Baylor_TCU,2023-11-18_Baylor_TCU,42,17,home,away,y,n,y,-462.03125,577.53125
237,238,2023-11-18,5.0,U,63.5,Utah State,Boise State,Boise State_Utah State,2023-11-18_Boise State_Utah State,10,45,home,away,n,y,n,-398.10526315789474,415.05263157894734
323,325,2023-11-18,7.0,U,53.0,Stanford,California,California_Stanford,2023-11-18_California_Stanford,15,27,home,away,n,y,n,-470.5263157894737,1887.4812030075188
355,357,2023-11-18,1.0,U,46.5,Charlotte,Rice,Charlotte_Rice,2023-11-18_Charlotte_Rice,7,28,away,home,y,y,n,-180.61666666666667,415.98333333333335
368,370,2023-11-18,5.0,O,52.5,West Virginia,Cincinnati,Cincinnati_West Virginia,2023-11-18_Cincinnati_West Virginia,42,21,away,home,n,n,y,-398.10526315789474,415.05263157894734
386,388,2023-11-18,7.5,U,59.5,Clemson,North Carolina,Clemson_North Carolina,2023-11-18_Clemson_North Carolina,31,20,home,away,y,n,y,-367.5833333333333,977.5555555555555
433,435,2023-11-18,12.0,O,45.0,Colorado State,Nevada,Colorado State_Nevada,2023-11-18_Colorado State_Nevada,30,20,home,away,n,y,n,-411.86206896551727,430.82758620689657
450,452,2023-11-18,3.0,O,46.0,Virginia,Duke,Duke_Virginia,2023-11-18_Duke_Virginia,30,27,home,away,n,y,n,-276.2142857142857,695.625
478,480,2023-11-18,2.5,U,30.5,Navy,East Carolina,East Carolina_Navy,2023-11-18_East Carolina_Navy,10,0,away,home,n,n,y,-378.39325842696627,412.0
494,496,2023-11-18,9.0,U,47.0,FAU,Tulane,FAU_Tulane,2023-11-18_FAU_Tulane,8,24,away,home,y,y,n,-311.2972972972973,422.86486486486484
527,529,2023-11-18,12.5,O,56.0,Missouri,Florida,Florida_Missouri,2023-11-18_Florida_Missouri,33,31,away,home,n,y,n,-628.1851851851852,429.48148148148147
554,556,2023-11-18,22.0,U,58.0,Fresno State,New Mexico,Fresno State_New Mexico,2023-11-18_Fresno State_New Mexico,17,25,home,away,n,y,n,-771.0,864.2
583,585,2023-11-18,5.5,U,62.5,Georgia Southern,Old Dominion,Georgia Southern_Old Dominion,2023-11-18_Georgia Southern_Old Dominion,17,20,home,away,n,y,n,-404.5111111111111,991.0444444444445
864,868,2023-11-18,32.0,U,74.0,LSU,Georgia State,Georgia State_LSU,2023-11-18_Georgia State_LSU,56,14,home,away,y,n,y,-3513.3333333333335,4000.0
608,610,2023-11-18,6.0,O,51.5,Georgia Tech,Syracuse,Georgia Tech_Syracuse,2023-11-18_Georgia Tech_Syracuse,31,22,home,away,y,n,y,-524.776119402985,786.1044776119403
569,571,2023-11-18,9.0,U,59.0,Tennessee,Georgia,Georgia_Tennessee,2023-11-18_Georgia_Tennessee,10,38,home,away,n,y,n,-311.2972972972973,422.86486486486484
622,624,2023-11-18,13.5,O,45.0,Wyoming,Hawaii,Hawaii_Wyoming,2023-11-18_Hawaii_Wyoming,42,9,away,home,n,n,y,-448.22222222222223,1511.4888888888888
634,636,2023-11-18,6.5,O,57.5,Houston,Oklahoma State,Houston_Oklahoma State,2023-11-18_Houston_Oklahoma State,30,43,away,home,y,y,n,-398.2073170731707,667.0243902439024
655,657,2023-11-18,3.0,U,33.5,Iowa,Illinois,Illinois_Iowa,2023-11-18_Illinois_Iowa,15,13,away,home,n,y,n,-276.2142857142857,695.625
673,675,2023-11-18,3.5,U,47.0,Indiana,Michigan State,Indiana_Michigan State,2023-11-18_Indiana_Michigan State,21,24,home,away,n,y,n,-252.70491803278688,1557.639344262295
708,710,2023-11-18,7.0,U,44.5,Iowa State,Texas,Iowa State_Texas,2023-11-18_Iowa State_Texas,16,26,away,home,y,y,n,-470.5263157894737,1887.4812030075188
724,726,2023-11-18,10.0,O,54.5,Jacksonville State,Louisiana Tech,Jacksonville State_Louisiana Tech,2023-11-18_Jacksonville State_Louisiana Tech,56,17,home,away,y,n,y,-521.3134328358209,471.5074626865672
745,747,2023-11-18,7.0,U,60.5,Kansas,Kansas State,Kansas_Kansas State,2023-11-18_Kansas_Kansas State,27,31,away,home,n,n,y,-470.5263157894737,1887.4812030075188
777,780,2023-11-18,2.0,U,52.0,South Carolina,Kentucky,Kentucky_South Carolina,2023-11-18_Kentucky_South Carolina,17,14,away,home,n,n,y,-474.98,1152.84
797,800,2023-11-18,26.0,O,64.0,Liberty,Massachusetts,Liberty_Massachusetts,2023-11-18_Liberty_Massachusetts,49,25,home,away,n,y,n,-767.8571428571429,3287.8571428571427
819,822,2023-11-18,16.0,O,47.5,Troy,Louisiana Lafayette,Louisiana Lafayette_Troy,2023-11-18_Louisiana Lafayette_Troy,31,24,away,home,n,y,n,-586.3076923076923,832.8846153846154
930,935,2023-11-18,1.0,O,46.0,Miami FL,Louisville,Louisville_Miami FL,2023-11-18_Louisville_Miami FL,31,38,home,away,n,y,n,-180.61666666666667,415.98333333333335
874,878,2023-11-18,10.0,U,45.5,South Alabama,Marshall,Marshall_South Alabama,2023-11-18_Marshall_South Alabama,28,0,away,home,n,n,y,-521.3134328358209,471.5074626865672
889,893,2023-11-18,17.5,O,51.0,Maryland,Michigan,Maryland_Michigan,2023-11-18_Maryland_Michigan,24,31,away,home,n,n,y,-678.28125,564.25
1286,1292,2023-11-18,9.5,O,64.0,Memphis,SMU,Memphis_SMU,2023-11-18_Memphis_SMU,34,38,home,away,n,y,n,-378.86538461538464,437.7307692307692
1507,1514,2023-11-18,8.5,O,47.5,Middle Tennessee,UTEP,Middle Tennessee_UTEP,2023-11-18_Middle Tennessee_UTEP,34,30,away,home,n,y,n,-370.22222222222223,1141.0740740740741
999,1004,2023-11-18,27.5,U,51.5,Ohio State,Minnesota,Minnesota_Ohio State,2023-11-18_Minnesota_Ohio State,37,3,away,home,n,n,y,-3594.4117647058824,1418.1176470588234
1009,1014,2023-11-18,18.0,O,48.0,Mississippi State,Southern Miss,Mississippi State_Southern Miss,2023-11-18_Mississippi State_Southern Miss,41,20,home,away,y,n,y,-813.6111111111111,666.3888888888889
1046,1051,2023-11-18,2.5,O,41.0,Virginia Tech,NC State,NC State_Virginia Tech,2023-11-18_NC State_Virginia Tech,28,35,away,home,y,y,n,-378.39325842696627,412.0
1056,1061,2023-11-18,7.0,O,36.5,Wisconsin,Nebraska,Nebraska_Wisconsin,2023-11-18_Nebraska_Wisconsin,24,17,away,home,n,y,n,-470.5263157894737,1887.4812030075188
1103,1108,2023-11-18,2.0,U,69.0,Tulsa,North Texas,North Texas_Tulsa,2023-11-18_North Texas_Tulsa,28,35,home,away,n,y,n,-474.98,1152.84
1111,1116,2023-11-18,2.5,U,47.5,Northwestern,Purdue,Northwestern_Purdue,2023-11-18_Northwestern_Purdue,23,15,home,away,y,n,y,-378.39325842696627,412.0
1121,1126,2023-11-18,24.0,O,47.5,Notre Dame,Wake Forest,Notre Dame_Wake Forest,2023-11-18_Notre Dame_Wake Forest,45,7,home,away,y,n,y,-1007.78125,1114.375
1206,1212,2023-11-18,1.5,U,62.5,Oregon State,Washington,Oregon State_Washington,2023-11-18_Oregon State_Washington,20,22,home,away,n,y,n,-323.8360655737705,588.6229508196722
1212,1218,2023-11-18,19.5,U,40.0,Penn State,Rutgers,Penn State_Rutgers,2023-11-18_Penn State_Rutgers,27,6,home,away,y,n,y,-1123.9473684210527,1319.4736842105262
1255,1261,2023-11-18,10.0,U,52.5,Western Kentucky,Sam Houston,Sam Houston_Western Kentucky,2023-11-18_Sam Houston_Western Kentucky,28,23,away,home,n,y,n,-521.3134328358209,471.5074626865672
1261,1267,2023-11-18,16.0,U,48.0,San Jose State,San Diego State,San Diego State_San Jose State,2023-11-18_San Diego State_San Jose State,24,13,away,home,n,y,n,-586.3076923076923,832.8846153846154
1378,1385,2023-11-18,7.5,U,61.5,UAB,Temple,Temple_UAB,2023-11-18_Temple_UAB,34,24,home,away,y,n,y,-367.5833333333333,977.5555555555555
1397,1404,2023-11-18,2.0,U,59.0,Texas Tech,UCF,Texas Tech_UCF,2023-11-18_Texas Tech_UCF,24,23,away,home,n,y,n,-474.98,1152.84
272,274,2023-11-21,2.5,U,51.5,Western Michigan,Bowling Green,Bowling Green_Western Michigan,2023-11-21_Bowling Green_Western Michigan,10,34,home,away,n,y,n,-378.39325842696627,412.0
290,292,2023-11-21,5.5,U,37.5,Buffalo,Eastern Michigan,Buffalo_Eastern Michigan,2023-11-21_Buffalo_Eastern Michigan,11,24,home,away,n,y,n,-404.5111111111111,991.0444444444445
1183,1189,2023-11-23,10.0,U,54.5,Mississippi State,Ole Miss,Mississippi State_Ole Miss,2023-11-23_Mississippi State_Ole Miss,7,17,home,away,n,y,n,-521.3134328358209,471.5074626865672
19,19,2023-11-24,7.0,O,44.5,Boise State,Air Force,Air Force_Boise State,2023-11-24_Air Force_Boise State,27,19,away,home,n,n,y,-470.5263157894737,1887.4812030075188
41,41,2023-11-24,16.0,U,41.5,Akron,Ohio,Akron_Ohio,2023-11-24_Akron_Ohio,14,25,away,home,n,n,y,-586.3076923076923,832.8846153846154
132,132,2023-11-24,9.5,O,53.5,Arkansas,Missouri,Arkansas_Missouri,2023-11-24_Arkansas_Missouri,14,48,away,home,y,y,n,-378.86538461538464,437.7307692307692
931,936,2023-11-24,10.0,O,49.5,Boston College,Miami FL,Boston College_Miami FL,2023-11-24_Boston College_Miami FL,20,45,home,away,n,y,n,-521.3134328358209,471.5074626865672
339,341,2023-11-24,10.0,U,54.5,Central Michigan,Toledo,Central Michigan_Toledo,2023-11-24_Central Michigan_Toledo,17,32,away,home,y,y,n,-521.3134328358209,471.5074626865672
696,698,2023-11-24,2.5,U,26.0,Nebraska,Iowa,Iowa_Nebraska,2023-11-24_Iowa_Nebraska,10,13,away,home,y,y,n,-378.39325842696627,412.0
911,916,2023-11-24,13.5,O,65.0,Temple,Memphis,Memphis_Temple,2023-11-24_Memphis_Temple,21,45,home,away,n,y,n,-448.22222222222223,1511.4888888888888
983,988,2023-11-24,22.5,U,43.0,Michigan State,Penn State,Michigan State_Penn State,2023-11-24_Michigan State_Penn State,0,42,away,home,y,y,n,-395.0,922.2727272727273
1074,1079,2023-11-24,4.5,O,59.0,New Mexico,Utah State,New Mexico_Utah State,2023-11-24_New Mexico_Utah State,41,44,away,home,n,n,y,-309.2950819672131,392.8196721311475
1336,1342,2023-11-24,10.5,O,65.0,Oklahoma,TCU,Oklahoma_TCU,2023-11-24_Oklahoma_TCU,69,45,away,home,n,n,y,-421.2708333333333,438.6041666666667
1195,1201,2023-11-24,14.0,U,61.5,Oregon,Oregon State,Oregon_Oregon State,2023-11-24_Oregon_Oregon State,31,7,home,away,y,n,y,-480.8358208955224,508.25373134328356
1350,1356,2023-11-24,15.5,O,53.5,Texas,Texas Tech,Texas_Texas Tech,2023-11-24_Texas_Texas Tech,57,7,home,away,y,n,y,-607.6153846153846,474.88461538461536
1528,1535,2023-11-24,3.5,U,53.5,Tulane,UTSA,Tulane_UTSA,2023-11-24_Tulane_UTSA,29,16,away,home,n,n,y,-252.70491803278688,1557.639344262295
59,59,2023-11-25,13.5,O,47.5,Auburn,Alabama,Alabama_Auburn,2023-11-25_Alabama_Auburn,24,27,home,away,n,y,n,-448.22222222222223,1511.4888888888888
80,80,2023-11-25,10.0,O,63.0,Appalachian State,Georgia Southern,Appalachian State_Georgia Southern,2023-11-25_Appalachian State_Georgia Southern,55,27,home,away,y,n,y,-521.3134328358209,471.5074626865672
97,97,2023-11-25,13.5,O,50.0,Arizona State,Arizona,Arizona_Arizona State,2023-11-25_Arizona_Arizona State,23,59,home,away,n,y,n,-448.22222222222223,1511.4888888888888
151,151,2023-11-25,1.0,O,52.5,Marshall,Arkansas State,Arkansas State_Marshall,2023-11-25_Arkansas State_Marshall,35,21,home,away,y,n,y,-180.61666666666667,415.98333333333335
309,311,2023-11-25,16.5,O,56.0,Oklahoma State,BYU,BYU_Oklahoma State,2023-11-25_BYU_Oklahoma State,40,34,away,home,n,y,n,-1718.775,539.65
956,961,2023-11-25,4.0,U,34.5,Ball State,Miami OH,Ball State_Miami OH,2023-11-25_Ball State_Miami OH,15,17,home,away,n,y,n,-252.21686746987953,446.71084337349396
217,218,2023-11-25,13.0,O,54.5,Baylor,West Virginia,Baylor_West Virginia,2023-11-25_Baylor_West Virginia,31,34,away,home,n,n,y,-462.03125,577.53125
1419,1426,2023-11-25,9.5,U,51.0,UCLA,California,California_UCLA,2023-11-25_California_UCLA,7,33,home,away,n,y,n,-378.86538461538464,437.7307692307692
1486,1493,2023-11-25,7.0,O,57.0,USF,Charlotte,Charlotte_USF,2023-11-25_Charlotte_USF,48,14,home,away,y,n,y,-470.5263157894737,1887.4812030075188
369,371,2023-11-25,7.5,O,58.5,Cincinnati,Kansas,Cincinnati_Kansas,2023-11-25_Cincinnati_Kansas,16,49,away,home,y,y,n,-367.5833333333333,977.5555555555555
387,389,2023-11-25,7.5,U,47.5,South Carolina,Clemson,Clemson_South Carolina,2023-11-25_Clemson_South Carolina,7,16,home,away,n,y,n,-367.5833333333333,977.5555555555555
404,406,2023-11-25,4.0,O,51.5,Coastal Carolina,James Madison,Coastal Carolina_James Madison,2023-11-25_Coastal Carolina_James Madison,14,56,away,home,y,y,n,-252.21686746987953,446.71084337349396
434,436,2023-11-25,5.5,U,54.0,Hawaii,Colorado State,Colorado State_Hawaii,2023-11-25_Colorado State_Hawaii,27,24,home,away,n,y,n,-404.5111111111111,991.0444444444445
419,421,2023-11-25,21.0,U,43.0,Utah,Colorado,Colorado_Utah,2023-11-25_Colorado_Utah,23,17,away,home,n,y,n,-855.2,704.6285714285714
899,904,2023-11-25,2.5,U,51.0,Massachusetts,Connecticut,Connecticut_Massachusetts,2023-11-25_Connecticut_Massachusetts,18,31,home,away,n,y,n,-378.39325842696627,412.0
451,453,2023-11-25,4.5,O,41.5,Duke,Pittsburgh,Duke_Pittsburgh,2023-11-25_Duke_Pittsburgh,30,19,home,away,y,n,y,-309.2950819672131,392.8196721311475
479,481,2023-11-25,3.0,O,43.5,East Carolina,Tulsa,East Carolina_Tulsa,2023-11-25_East Carolina_Tulsa,27,29,home,away,n,y,n,-276.2142857142857,695.625
495,497,2023-11-25,3.0,U,47.0,Rice,FAU,FAU_Rice,2023-11-25_FAU_Rice,24,21,away,home,n,y,n,-276.2142857142857,695.625
512,514,2023-11-25,11.5,O,54.0,FIU,Western Kentucky,FIU_Western Kentucky,2023-11-25_FIU_Western Kentucky,28,41,away,home,y,y,n,-495.29411764705884,393.0
528,530,2023-11-25,6.5,U,49.0,Florida,Florida State,Florida_Florida State,2023-11-25_Florida_Florida State,15,24,away,home,y,y,n,-398.2073170731707,667.0243902439024
555,557,2023-11-25,4.5,O,47.0,San Diego State,Fresno State,Fresno State_San Diego State,2023-11-25_Fresno State_San Diego State,33,18,home,away,y,n,y,-309.2950819672131,392.8196721311475
